organization_code_iata,organization_code_icao,period_start_date,period_end_date,accounting_period,passenger_load_factor_pct
AI,AIC,2018-09-01,2018-09-30,Month 9,75.660495111296
AI,AIC,2018-10-01,2018-10-31,Month 10,75.7446080109551
TU,TAR,2017-07-01,2017-07-31,Month 7,76.5
TU,TAR,2017-08-01,2017-08-31,Month 8,79.3
TU,TAR,2017-09-01,2017-09-30,Month 9,72.1
TU,TAR,2017-12-01,2017-12-31,Month 12,71.1
PS,AUI,2017-06-01,2017-06-30,Month 6,82.8983516483516
PS,AUI,2017-07-01,2017-07-31,Month 7,87.9699248120301
PS,AUI,2017-08-01,2017-08-31,Month 8,88.9294175564012
PS,AUI,2017-09-01,2017-09-30,Month 9,85.0440262524555
PS,AUI,2017-10-01,2017-10-31,Month 10,80.799766779948
PS,AUI,2017-11-01,2017-11-30,Month 11,74.4951725446651
PS,AUI,2017-12-01,2017-12-31,Month 12,74.931034414475
PS,AUI,2018-01-01,2018-01-31,Month 1,73.8505747126437
PS,AUI,2018-02-01,2018-02-28,Month 2,72.5585149313963
PS,AUI,2018-03-01,2018-03-31,Month 3,78.0243378668576
PS,AUI,2018-04-01,2018-04-30,Month 4,79.1201575837163
PS,AUI,2018-05-01,2018-05-31,Month 5,77.4212715389186
PS,AUI,2018-06-01,2018-06-30,Month 6,80.5215540180947
PS,AUI,2018-07-01,2018-07-31,Month 7,84.4878048780488
PS,AUI,2018-08-01,2018-08-31,Month 8,89.2180670228266
PS,AUI,2018-09-01,2018-09-30,Month 9,86.0816944024206
PS,AUI,2018-10-01,2018-10-31,Month 10,84.9945828819068
PS,AUI,2018-11-01,2018-11-30,Month 11,76.9082745349583
PS,AUI,2018-12-01,2018-12-31,Month 12,75.2621838371376
IX,AXB,2017-11-01,2017-11-30,Month 11,73.5541741808967
IX,AXB,2017-12-01,2017-12-31,Month 12,80.3959617497044
IX,AXB,2018-01-01,2018-01-31,Month 1,80.7049910042684
IX,AXB,2018-02-01,2018-02-28,Month 2,75.4839334107627
IX,AXB,2018-03-01,2018-03-31,Month 3,76.5255777720073
IX,AXB,2018-04-01,2018-04-30,Month 4,83.9971986343342
IX,AXB,2018-05-01,2018-05-31,Month 5,79.2
IX,AXB,2018-06-01,2018-06-30,Month 6,73.9860748476936
IX,AXB,2018-07-01,2018-07-31,Month 7,78.3039647577092
IX,AXB,2018-08-01,2018-08-31,Month 8,80.4384772263766
IX,AXB,2018-09-01,2018-09-30,Month 9,71.5280839432149
IX,AXB,2018-10-01,2018-10-31,Month 10,72.4182444061962
VH,VVC,2017-02-01,2017-02-28,Month 2,0.0
VH,VVC,2017-03-01,2017-03-31,Month 3,0.0
VH,VVC,2017-04-01,2017-04-30,Month 4,0.0
VH,VVC,2017-05-01,2017-05-31,Month 5,0.0
VH,VVC,2017-06-01,2017-06-30,Month 6,0.0
VH,VVC,2017-07-01,2017-07-31,Month 7,0.0
VH,VVC,2017-08-01,2017-08-31,Month 8,0.0
VH,VVC,2017-09-01,2017-09-30,Month 9,0.0
VH,VVC,2017-10-01,2017-10-31,Month 10,0.0
VH,VVC,2017-11-01,2017-11-30,Month 11,0.0
VH,VVC,2017-12-01,2017-12-31,Month 12,0.0
VH,VVC,2018-01-01,2018-01-31,Month 1,0.0
VH,VVC,2018-02-01,2018-02-28,Month 2,0.0
VH,VVC,2018-03-01,2018-03-31,Month 3,0.0
VH,VVC,2018-04-01,2018-04-30,Month 4,0.0
VH,VVC,2018-05-01,2018-05-31,Month 5,0.0
VH,VVC,2018-06-01,2018-06-30,Month 6,0.0
VH,VVC,2018-07-01,2018-07-31,Month 7,0.0
VH,VVC,2018-08-01,2018-08-31,Month 8,0.0
VH,VVC,2018-09-01,2018-09-30,Month 9,0.0
VH,VVC,2018-10-01,2018-10-31,Month 10,0.0
VH,VVC,2018-11-01,2018-11-30,Month 11,0.0
VH,VVC,2018-12-01,2018-12-31,Month 12,0.0
IX,AXB,2018-11-01,2018-11-30,Month 11,75.5193905817174
IX,AXB,2018-12-01,2018-12-31,Month 12,86.5431103948429
PN,CHB,2017-02-01,2017-02-28,Month 2,0.0
PN,CHB,2017-03-01,2017-03-31,Month 3,0.0
PN,CHB,2017-04-01,2017-04-30,Month 4,0.0
PN,CHB,2017-05-01,2017-05-31,Month 5,0.0
PN,CHB,2017-06-01,2017-06-30,Month 6,0.0
PN,CHB,2017-07-01,2017-07-31,Month 7,0.0
PN,CHB,2017-08-01,2017-08-31,Month 8,0.0
PN,CHB,2017-09-01,2017-09-30,Month 9,0.0
PN,CHB,2017-11-01,2017-11-30,Month 11,0.0
AH,DAH,2019-01-01,2019-01-31,Month 1,72.2863343750681
AH,DAH,2019-02-01,2019-02-28,Month 2,70.2222262871956
AH,DAH,2019-03-01,2019-03-31,Month 3,73.848475021447
AH,DAH,2019-04-01,2019-04-30,Month 4,78.7500778030532
AH,DAH,2019-05-01,2019-05-31,Month 5,64.9490483681688
AH,DAH,2019-06-01,2019-06-30,Month 6,67.6760254724521
AH,DAH,2019-07-01,2019-07-31,Month 7,74.7373213213649
AH,DAH,2019-08-01,2019-08-31,Month 8,76.8178661061585
AH,DAH,2019-09-01,2019-09-30,Month 9,74.604396271514
AH,DAH,2019-10-01,2019-10-31,Month 10,79.9075737726412
AH,DAH,2019-11-01,2019-11-30,Month 11,72.7934010659216
AH,DAH,2019-12-01,2019-12-31,Month 12,74.8307053272995
KC,KZR,2019-01-01,2019-01-31,Month 1,58.5794115147197
KC,KZR,2019-02-01,2019-02-28,Month 2,60.9788604386305
KC,KZR,2019-03-01,2019-03-31,Month 3,60.6412073922451
KC,KZR,2019-04-01,2019-04-30,Month 4,67.9166666666667
KC,KZR,2019-05-01,2019-05-31,Month 5,65.1541095890411
KC,KZR,2019-06-01,2019-06-30,Month 6,73.3515625
AI,AIC,2019-06-01,2019-06-30,Month 6,85.6031606314482
AI,AIC,2019-07-01,2019-07-31,Month 7,82.0659290198977
AI,AIC,2019-08-01,2019-08-31,Month 8,82.0982785170382
AI,AIC,2019-09-01,2019-09-30,Month 9,75.5785602242279
AI,AIC,2019-10-01,2019-10-31,Month 10,73.7571665701883
AI,AIC,2019-11-01,2019-11-30,Month 11,79.4623748378929
AI,AIC,2019-12-01,2019-12-31,Month 12,80.6624454929002
IX,AXB,2019-01-01,2019-01-31,Month 1,86.7796070185499
IX,AXB,2019-02-01,2019-02-28,Month 2,82.8508540655889
IX,AXB,2019-03-01,2019-03-31,Month 3,83.3379780868779
IX,AXB,2019-04-01,2019-04-30,Month 4,90.2312216296087
IX,AXB,2019-05-01,2019-05-31,Month 5,87.5266091138175
IX,AXB,2019-06-01,2019-06-30,Month 6,83.9709632949738
IX,AXB,2019-07-01,2019-07-31,Month 7,82.5503807200536
IX,AXB,2019-08-01,2019-08-31,Month 8,82.9510073297624
IX,AXB,2019-09-01,2019-09-30,Month 9,78.152104377617
IX,AXB,2019-10-01,2019-10-31,Month 10,78.1632464744922
IX,AXB,2019-11-01,2019-11-30,Month 11,82.258333943085
IX,AXB,2019-12-01,2019-12-31,Month 12,88.8224036782609
YW,ANE,2019-04-01,2019-04-30,Month 4,79.5394080356812
YW,ANE,2019-05-01,2019-05-31,Month 5,76.3629021496035
YW,ANE,2019-06-01,2019-06-30,Month 6,80.1905702584843
YW,ANE,2019-07-01,2019-07-31,Month 7,82.032073374559
YW,ANE,2019-08-01,2019-08-31,Month 8,84.184465243997
YW,ANE,2019-09-01,2019-09-30,Month 9,79.7258008215066
YW,ANE,2019-10-01,2019-10-31,Month 10,78.8022510774295
YW,ANE,2019-11-01,2019-11-30,Month 11,76.8381539721161
YW,ANE,2019-12-01,2019-12-31,Month 12,75.4346685684309
KC,KZR,2019-07-01,2019-07-31,Month 7,78.6045165026057
KC,KZR,2019-08-01,2019-08-31,Month 8,78.3803326102675
KC,KZR,2019-09-01,2019-09-30,Month 9,73.5269709543569
KC,KZR,2019-10-01,2019-10-31,Month 10,73.6281736281736
KC,KZR,2019-11-01,2019-11-30,Month 11,72.8755364806867
KC,KZR,2019-12-01,2019-12-31,Month 12,73.0615423607012
UU,REU,2019-01-01,2019-01-31,Month 1,86.032183094568
UU,REU,2019-02-01,2019-02-28,Month 2,79.9251948553365
UU,REU,2019-03-01,2019-03-31,Month 3,85.5057668131924
UU,REU,2019-04-01,2019-04-30,Month 4,87.0807915087654
UU,REU,2019-05-01,2019-05-31,Month 5,85.673762350042
UU,REU,2019-06-01,2019-06-30,Month 6,85.1407221276689
UU,REU,2019-07-01,2019-07-31,Month 7,87.5932272288435
UU,REU,2019-08-01,2019-08-31,Month 8,85.0691021001339
UU,REU,2019-09-01,2019-09-30,Month 9,84.3084623899949
UU,REU,2019-10-01,2019-10-31,Month 10,89.0742629940621
UU,REU,2019-11-01,2019-11-30,Month 11,87.9481648428893
UU,REU,2019-12-01,2019-12-31,Month 12,90.3649120506221
NX,AMU,2019-01-01,2019-01-31,Month 1,81.6581227623273
NX,AMU,2019-02-01,2019-02-28,Month 2,82.6102181601709
NX,AMU,2019-03-01,2019-03-31,Month 3,81.7460134536678
NX,AMU,2019-04-01,2019-04-30,Month 4,81.9144082924418
NX,AMU,2019-05-01,2019-05-31,Month 5,79.9060969078647
NX,AMU,2019-06-01,2019-06-30,Month 6,80.7295664871116
KM,AMC,2019-01-01,2019-01-31,Month 1,57.3501709077098
KM,AMC,2019-02-01,2019-02-28,Month 2,65.9814395165642
KM,AMC,2019-03-01,2019-03-31,Month 3,75.1142106396138
KM,AMC,2019-04-01,2019-04-30,Month 4,74.9590040310418
KM,AMC,2019-05-01,2019-05-31,Month 5,69.6149183072571
NX,AMU,2019-07-01,2019-07-31,Month 7,81.8731073585315
NX,AMU,2019-08-01,2019-08-31,Month 8,82.1955987488829
NX,AMU,2019-09-01,2019-09-30,Month 9,73.4232403241172
NX,AMU,2019-10-01,2019-10-31,Month 10,72.9714466804945
NX,AMU,2019-11-01,2019-11-30,Month 11,74.166080418079
NX,AMU,2019-12-01,2019-12-31,Month 12,76.3883475544614
KM,AMC,2019-06-01,2019-06-30,Month 6,75.7379322298293
KM,AMC,2019-07-01,2019-07-31,Month 7,77.864591718916
KM,AMC,2019-08-01,2019-08-31,Month 8,79.7547633695273
KM,AMC,2019-09-01,2019-09-30,Month 9,78.2295388488809
KM,AMC,2019-10-01,2019-10-31,Month 10,74.0235003031426
KM,AMC,2019-11-01,2019-11-30,Month 11,69.659151564446
KM,AMC,2019-12-01,2019-12-31,Month 12,64.1573118218913
NZ,ANZ,2019-01-01,2019-01-31,Month 1,84.3076123668485
NZ,ANZ,2019-02-01,2019-02-28,Month 2,83.5490830636462
NZ,ANZ,2019-03-01,2019-03-31,Month 3,84.1234840132304
NZ,ANZ,2019-04-01,2019-04-30,Month 4,86.0112359550562
NZ,ANZ,2019-05-01,2019-05-31,Month 5,84.2171320991528
NZ,ANZ,2019-06-01,2019-06-30,Month 6,83.3252190847128
NZ,ANZ,2019-07-01,2019-07-31,Month 7,83.8768588572919
NZ,ANZ,2019-08-01,2019-08-31,Month 8,83.3238958097395
NZ,ANZ,2019-09-01,2019-09-30,Month 9,84.936766034327
NZ,ANZ,2019-10-01,2019-10-31,Month 10,84.8967057509771
NZ,ANZ,2019-11-01,2019-11-30,Month 11,83.3914053426249
NZ,ANZ,2019-12-01,2019-12-31,Month 12,85.1279967492889
YW,ANE,2019-01-01,2019-01-31,Month 1,66.7359944217339
YW,ANE,2019-02-01,2019-02-28,Month 2,73.4228880339423
YW,ANE,2019-03-01,2019-03-31,Month 3,78.1011012925281
JU,ASL,2019-01-01,2019-01-31,Month 1,59.9771208896394
JU,ASL,2019-02-01,2019-02-28,Month 2,57.7765390990568
JU,ASL,2019-03-01,2019-03-31,Month 3,63.1043558474311
JU,ASL,2019-04-01,2019-04-30,Month 4,68.0623900566672
JU,ASL,2019-05-01,2019-05-31,Month 5,68.917413641483
JU,ASL,2019-06-01,2019-06-30,Month 6,71.2946971631099
JU,ASL,2019-07-01,2019-07-31,Month 7,79.1032449611106
JU,ASL,2019-08-01,2019-08-31,Month 8,79.0442073600914
JU,ASL,2019-09-01,2019-09-30,Month 9,72.6273329613898
JU,ASL,2019-10-01,2019-10-31,Month 10,72.8464837644087
JU,ASL,2019-11-01,2019-11-30,Month 11,69.5172821681424
JU,ASL,2019-12-01,2019-12-31,Month 12,66.3754525341915
HM,SEY,2019-01-01,2019-01-31,Month 1,71.4613302948298
HM,SEY,2019-02-01,2019-02-28,Month 2,71.8184443588756
G4,AAY,2019-01-01,2019-01-31,Month 1,81.731686536446
G4,AAY,2019-02-01,2019-02-28,Month 2,83.7278339555108
G4,AAY,2019-03-01,2019-03-31,Month 3,86.4921417353746
G4,AAY,2019-04-01,2019-04-30,Month 4,81.2769032937127
G4,AAY,2019-05-01,2019-05-31,Month 5,83.7655206374203
G4,AAY,2019-06-01,2019-06-30,Month 6,86.3950010532255
G4,AAY,2019-07-01,2019-07-31,Month 7,88.6375959669412
G4,AAY,2019-08-01,2019-08-31,Month 8,85.1423135493956
G4,AAY,2019-09-01,2019-09-30,Month 9,82.5585007139733
G4,AAY,2019-10-01,2019-10-31,Month 10,83.4532893364728
G4,AAY,2019-11-01,2019-11-30,Month 11,79.3920741481312
G4,AAY,2019-12-01,2019-12-31,Month 12,83.1516564334238
KM,AMC,2017-02-01,2017-02-28,Month 2,70.1602292466358
KM,AMC,2017-03-01,2017-03-31,Month 3,72.0737761925966
KM,AMC,2017-04-01,2017-04-30,Month 4,80.4236731866301
KM,AMC,2017-05-01,2017-05-31,Month 5,73.595531765602
KM,AMC,2017-06-01,2017-06-30,Month 6,76.0750515184154
KM,AMC,2018-07-01,2018-07-31,Month 7,82.8239888012967
KM,AMC,2018-08-01,2018-08-31,Month 8,82.5246964079962
KM,AMC,2018-09-01,2018-09-30,Month 9,80.8496488682903
KM,AMC,2018-10-01,2018-10-31,Month 10,76.1737489820655
KM,AMC,2018-11-01,2018-11-30,Month 11,69.0004082151628
KM,AMC,2018-12-01,2018-12-31,Month 12,63.1566012168876
KM,AMC,2017-07-01,2017-07-31,Month 7,81.543887473693
KM,AMC,2017-08-01,2017-08-31,Month 8,82.39565714160901
KM,AMC,2017-09-01,2017-09-30,Month 9,82.1540587333336
KM,AMC,2017-10-01,2017-10-31,Month 10,79.8814185149372
KM,AMC,2017-11-01,2017-11-30,Month 11,72.6208331599323
KM,AMC,2017-12-01,2017-12-31,Month 12,66.3451902821661
KM,AMC,2018-01-01,2018-01-31,Month 1,62.0025090373427
KM,AMC,2018-02-01,2018-02-28,Month 2,75.5827487977456
KM,AMC,2018-03-01,2018-03-31,Month 3,77.8840700131862
KM,AMC,2018-04-01,2018-04-30,Month 4,72.9944926956291
KM,AMC,2018-05-01,2018-05-31,Month 5,73.3071628615949
KM,AMC,2018-06-01,2018-06-30,Month 6,76.3987136571296
P9,MGE,2019-01-01,2019-01-31,Month 1,0.0
P9,MGE,2019-02-01,2019-02-28,Month 2,0.0
P9,MGE,2019-03-01,2019-03-31,Month 3,0.0
P9,MGE,2019-04-01,2019-04-30,Month 4,0.0
P9,MGE,2019-05-01,2019-05-31,Month 5,0.0
P9,MGE,2019-06-01,2019-06-30,Month 6,0.0
P9,MGE,2019-07-01,2019-07-31,Month 7,0.0
P9,MGE,2019-08-01,2019-08-31,Month 8,0.0
P9,MGE,2019-09-01,2019-09-30,Month 9,0.0
P9,MGE,2019-10-01,2019-10-31,Month 10,0.0
P9,MGE,2019-11-01,2019-11-30,Month 11,0.0
P9,MGE,2019-12-01,2019-12-31,Month 12,0.0
KP,SKK,2019-01-01,2019-01-31,Month 1,57.0312410102986
KP,SKK,2019-02-01,2019-02-28,Month 2,57.5269015104109
KP,SKK,2019-03-01,2019-03-31,Month 3,64.0312873484719
KP,SKK,2019-04-01,2019-04-30,Month 4,63.6060100166945
KP,SKK,2019-05-01,2019-05-31,Month 5,62.3104758254517
KP,SKK,2019-06-01,2019-06-30,Month 6,61.9443942434821
KP,SKK,2019-07-01,2019-07-31,Month 7,64.038264275279
KP,SKK,2019-08-01,2019-08-31,Month 8,62.2286426548889
KP,SKK,2019-09-01,2019-09-30,Month 9,59.0281467733365
KP,SKK,2019-10-01,2019-10-31,Month 10,57.3737225204029
KP,SKK,2019-11-01,2019-11-30,Month 11,63.0266634995101
KP,SKK,2019-12-01,2019-12-31,Month 12,60.0791704905009
GR,AUR,2019-01-01,2019-01-31,Month 1,63.001485884101
GR,AUR,2019-02-01,2019-02-28,Month 2,63.8934764657308
GR,AUR,2019-03-01,2019-03-31,Month 3,63.8014305801797
GR,AUR,2019-04-01,2019-04-30,Month 4,69.0543235949783
GR,AUR,2019-05-01,2019-05-31,Month 5,72.1008691674291
GR,AUR,2019-06-01,2019-06-30,Month 6,66.3901705635336
GR,AUR,2019-07-01,2019-07-31,Month 7,67.9518785129672
GR,AUR,2019-08-01,2019-08-31,Month 8,72.3041997729852
GR,AUR,2019-09-01,2019-09-30,Month 9,68.8709677419355
GR,AUR,2019-10-01,2019-10-31,Month 10,65.411915289737
GR,AUR,2019-11-01,2019-11-30,Month 11,60.4609929078014
GR,AUR,2019-12-01,2019-12-31,Month 12,64.4436498003457
5O,FPO,2019-01-01,2019-01-31,Month 1,70.2550426323104
5O,FPO,2019-02-01,2019-02-28,Month 2,74.9454427264707
5O,FPO,2019-03-01,2019-03-31,Month 3,75.3530877873165
5O,FPO,2019-04-01,2019-04-30,Month 4,80.8252507713916
5O,FPO,2019-05-01,2019-05-31,Month 5,73.8094916991463
5O,FPO,2019-06-01,2019-06-30,Month 6,75.9007033808816
5O,FPO,2019-07-01,2019-07-31,Month 7,77.3126943416782
5O,FPO,2019-08-01,2019-08-31,Month 8,85.0516825927664
5O,FPO,2019-09-01,2019-09-30,Month 9,77.3325544242829
5O,FPO,2019-10-01,2019-10-31,Month 10,82.1658488057317
5O,FPO,2019-11-01,2019-11-30,Month 11,73.0456875822331
5O,FPO,2019-12-01,2019-12-31,Month 12,79.3134483902038
AV,AVA,2019-01-01,2019-01-31,Month 1,83.532026672055
AV,AVA,2019-02-01,2019-02-28,Month 2,81.1185578923041
AV,AVA,2019-03-01,2019-03-31,Month 3,81.3304721030043
AV,AVA,2019-04-01,2019-04-30,Month 4,81.2792511700468
AV,AVA,2019-05-01,2019-05-31,Month 5,82.0181112548512
AV,AVA,2019-06-01,2019-06-30,Month 6,82.1050259184133
AV,AVA,2019-07-01,2019-07-31,Month 7,83.5939173270508
AV,AVA,2019-08-01,2019-08-31,Month 8,82.4722459436379
AV,AVA,2019-09-01,2019-09-30,Month 9,82.6076887447893
AV,AVA,2019-10-01,2019-10-31,Month 10,78.8814317673378
AV,AVA,2019-11-01,2019-11-30,Month 11,80.4632662611137
AV,AVA,2019-12-01,2019-12-31,Month 12,80.8316655548143
NT,IBB,2019-01-01,2019-01-31,Month 1,68.4758712091682
NT,IBB,2019-02-01,2019-02-28,Month 2,70.6116998510554
NT,IBB,2019-03-01,2019-03-31,Month 3,71.557910673732
NT,IBB,2019-04-01,2019-04-30,Month 4,77.7316838284317
NT,IBB,2019-05-01,2019-05-31,Month 5,73.241632146414
NT,IBB,2019-06-01,2019-06-30,Month 6,76.7800446848542
NT,IBB,2019-07-01,2019-07-31,Month 7,78.6694197078905
NT,IBB,2019-08-01,2019-08-31,Month 8,80.9851403412218
NT,IBB,2019-09-01,2019-09-30,Month 9,75.3161091847642
NT,IBB,2019-10-01,2019-10-31,Month 10,76.6455127485117
NT,IBB,2019-11-01,2019-11-30,Month 11,75.4234008194424
NT,IBB,2019-12-01,2019-12-31,Month 12,75.2593784976797
BW,BWA,2019-01-01,2019-01-31,Month 1,70.4285253723644
BW,BWA,2019-02-01,2019-02-28,Month 2,67.8955330603176
BW,BWA,2019-03-01,2019-03-31,Month 3,74.7312755368696
BW,BWA,2019-04-01,2019-04-30,Month 4,77.3246492985972
BW,BWA,2019-05-01,2019-05-31,Month 5,71.9422199213963
BW,BWA,2019-06-01,2019-06-30,Month 6,74.1655170183872
BW,BWA,2019-07-01,2019-07-31,Month 7,79.7085703329712
BW,BWA,2019-08-01,2019-08-31,Month 8,90.7948231787267
BW,BWA,2019-09-01,2019-09-30,Month 9,72.3409252899631
BW,BWA,2019-10-01,2019-10-31,Month 10,71.6247466164877
BW,BWA,2019-11-01,2019-11-30,Month 11,75.2010810115179
BW,BWA,2019-12-01,2019-12-31,Month 12,77.8130758896194
CI,CAL,2019-01-01,2019-01-31,Month 1,81.8345323741007
CI,CAL,2019-02-01,2019-02-28,Month 2,77.7309818373256
CI,CAL,2019-03-01,2019-03-31,Month 3,78.2480091012514
CI,CAL,2019-04-01,2019-04-30,Month 4,79.7605601987802
CI,CAL,2019-05-01,2019-05-31,Month 5,77.5005670220005
CI,CAL,2019-06-01,2019-06-30,Month 6,83.690393918452
CI,CAL,2019-07-01,2019-07-31,Month 7,85.5849889624724
CI,CAL,2019-08-01,2019-08-31,Month 8,83.8851129138347
CZ,CSN,2019-01-01,2019-01-31,Month 1,80.6291619766172
CZ,CSN,2019-02-01,2019-02-28,Month 2,85.1675643044092
CZ,CSN,2019-03-01,2019-03-31,Month 3,83.3196175538386
CZ,CSN,2019-04-01,2019-04-30,Month 4,82.9221873127792
CZ,CSN,2019-05-01,2019-05-31,Month 5,80.7941162433657
C5,UCA,2019-07-01,2019-07-31,Month 7,87.1350358150957
C5,UCA,2019-08-01,2019-08-31,Month 8,86.899681177395
C5,UCA,2019-09-01,2019-09-30,Month 9,81.5960446881807
C5,UCA,2019-10-01,2019-10-31,Month 10,81.8156736292518
C5,UCA,2019-11-01,2019-11-30,Month 11,81.0607985191036
C5,UCA,2019-12-01,2019-12-31,Month 12,85.2404934706689
KX,CAY,2019-01-01,2019-01-31,Month 1,48.3584738243123
KX,CAY,2019-02-01,2019-02-28,Month 2,45.315148713207
KX,CAY,2019-03-01,2019-03-31,Month 3,53.5619845117421
KX,CAY,2019-04-01,2019-04-30,Month 4,61.1427282506854
KX,CAY,2019-05-01,2019-05-31,Month 5,58.2060321190756
KX,CAY,2019-06-01,2019-06-30,Month 6,63.7370330299752
KX,CAY,2019-07-01,2019-07-31,Month 7,69.998429511229
KX,CAY,2019-08-01,2019-08-31,Month 8,74.809775478841
KX,CAY,2019-09-01,2019-09-30,Month 9,57.9708033450858
KX,CAY,2019-10-01,2019-10-31,Month 10,45.3529462464447
KX,CAY,2019-11-01,2019-11-30,Month 11,62.6431454627
KX,CAY,2019-12-01,2019-12-31,Month 12,67.7333397349721
CZ,CSN,2019-06-01,2019-06-30,Month 6,82.4819322747085
CZ,CSN,2019-07-01,2019-07-31,Month 7,82.4273457410718
CZ,CSN,2019-08-01,2019-08-31,Month 8,85.1879239010308
CZ,CSN,2019-09-01,2019-09-30,Month 9,81.0173453288972
CZ,CSN,2019-10-01,2019-10-31,Month 10,82.5712639784956
CZ,CSN,2019-11-01,2019-11-30,Month 11,81.4109155721304
CZ,CSN,2019-12-01,2019-12-31,Month 12,80.919054787887
HU,,2019-01-01,2019-01-31,Month 1,85.7131902502054
HU,,2019-02-01,2019-02-28,Month 2,90.0644460458172
HU,,2019-03-01,2019-03-31,Month 3,86.1484349080696
HU,,2019-04-01,2019-04-30,Month 4,85.59425873952
HU,,2019-05-01,2019-05-31,Month 5,85.3343625398447
HU,,2019-06-01,2019-06-30,Month 6,86.1745935072175
HU,,2019-07-01,2019-07-31,Month 7,86.6498024937157
HU,,2019-08-01,2019-08-31,Month 8,87.9342825778844
HU,,2019-09-01,2019-09-30,Month 9,84.6346955281989
HU,,2019-10-01,2019-10-31,Month 10,84.9711164030426
HU,,2019-11-01,2019-11-30,Month 11,82.7537059593545
HU,,2019-12-01,2019-12-31,Month 12,81.4032904219506
DE,CFG,2019-05-01,2019-05-31,Month 5,87.9045996592845
DE,CFG,2019-06-01,2019-06-30,Month 6,90.7023603914796
DE,CFG,2019-07-01,2019-07-31,Month 7,91.8498659517426
DE,CFG,2019-08-01,2019-08-31,Month 8,93.324432576769
DE,CFG,2019-09-01,2019-09-30,Month 9,90.0309771895241
DE,CFG,2019-10-01,2019-10-31,Month 10,86.2869869551384
DE,CFG,2019-11-01,2019-11-30,Month 11,87.6086956521739
DE,CFG,2019-12-01,2019-12-31,Month 12,88.5115303983228
SS,CRL,2019-11-01,2019-11-30,Month 11,82.2335399597909
SS,CRL,2019-12-01,2019-12-31,Month 12,83.6936687211902
7Q,MNU,2019-01-01,2019-01-31,Month 1,50.6232366480226
C5,UCA,2019-01-01,2019-01-31,Month 1,75.7042993687146
C5,UCA,2019-02-01,2019-02-28,Month 2,78.0967535811108
C5,UCA,2019-03-01,2019-03-31,Month 3,82.6218092118291
C5,UCA,2019-04-01,2019-04-30,Month 4,83.4725243833376
C5,UCA,2019-05-01,2019-05-31,Month 5,85.0266338319041
C5,UCA,2019-06-01,2019-06-30,Month 6,85.2155016050464
DE,CFG,2019-01-01,2019-01-31,Month 1,86.9464767038891
DE,CFG,2019-02-01,2019-02-28,Month 2,91.2318220701454
DE,CFG,2019-03-01,2019-03-31,Month 3,91.6265283438311
DE,CFG,2019-04-01,2019-04-30,Month 4,90.9226190476191
CM,CMP,2019-01-01,2019-01-31,Month 1,83.0418381344307
CM,CMP,2019-02-01,2019-02-28,Month 2,83.640081799591
CM,CMP,2019-03-01,2019-03-31,Month 3,83.3019755409219
CM,CMP,2019-04-01,2019-04-30,Month 4,84.1184053946846
CM,CMP,2019-05-01,2019-05-31,Month 5,86.145213888356
CM,CMP,2019-06-01,2019-06-30,Month 6,85.0678294573643
CM,CMP,2019-07-01,2019-07-31,Month 7,86.6222359535684
CM,CMP,2019-08-01,2019-08-31,Month 8,85.2599388379205
CM,CMP,2019-09-01,2019-09-30,Month 9,84.9103960644546
CM,CMP,2019-10-01,2019-10-31,Month 10,84.8648648648649
CM,CMP,2019-11-01,2019-11-30,Month 11,85.5203619909502
CM,CMP,2019-12-01,2019-12-31,Month 12,85.3847964226877
P5,RPB,2019-01-01,2019-01-31,Month 1,0.0
P5,RPB,2019-02-01,2019-02-28,Month 2,0.0
P5,RPB,2019-03-01,2019-03-31,Month 3,0.0
P5,RPB,2019-04-01,2019-04-30,Month 4,0.0
SS,CRL,2019-01-01,2019-01-31,Month 1,80.5585421751453
SS,CRL,2019-02-01,2019-02-28,Month 2,80.6653666978074
SS,CRL,2019-03-01,2019-03-31,Month 3,81.2484477386716
SS,CRL,2019-04-01,2019-04-30,Month 4,84.3163399073942
SS,CRL,2019-05-01,2019-05-31,Month 5,80.0576221868843
SS,CRL,2019-06-01,2019-06-30,Month 6,82.1321672463693
SS,CRL,2019-07-01,2019-07-31,Month 7,82.8053274805339
SS,CRL,2019-08-01,2019-08-31,Month 8,85.6632024758497
SS,CRL,2019-09-01,2019-09-30,Month 9,74.9576825343046
SS,CRL,2019-10-01,2019-10-31,Month 10,79.4563442855486
YW,ANE,2017-02-01,2017-02-28,Month 2,65.6056092687435
YW,ANE,2017-03-01,2017-03-31,Month 3,65.9508902430123
YW,ANE,2017-04-01,2017-04-30,Month 4,70.0345319577591
YW,ANE,2017-05-01,2017-05-31,Month 5,66.6981402720428
YW,ANE,2017-06-01,2017-06-30,Month 6,66.4370750454361
OK,CSA,2019-01-01,2019-01-31,Month 1,72.4582001100752
OK,CSA,2019-02-01,2019-02-28,Month 2,73.3726985454153
OK,CSA,2019-03-01,2019-03-31,Month 3,74.5616286882325
OK,CSA,2019-04-01,2019-04-30,Month 4,76.8657681457302
OK,CSA,2019-05-01,2019-05-31,Month 5,73.6464956709587
OK,CSA,2019-06-01,2019-06-30,Month 6,79.5067062126149
OK,CSA,2019-07-01,2019-07-31,Month 7,81.6730150951987
OK,CSA,2019-08-01,2019-08-31,Month 8,81.6921469270405
OK,CSA,2019-09-01,2019-09-30,Month 9,78.5971643140947
