country_iso,date,gdp
CHL,2018-07,-0.371028789
CHL,2018-10,1.187413119
CHL,2019-01,-0.068093582
CHL,2019-04,0.878283505
CHL,2019-07,0.334615464
CHL,2019-10,-3.941958839
CHL,2020-01,2.241782344
CHL,2020-04,-12.951958514
CHL,2020-07,5.451150931
CHL,2020-10,6.665278172
CHL,2021-01,3.663587692
CHL,2021-04,1.348715839
CHL,2021-07,4.611339688
CHL,2021-10,1.692121555
CHL,2022-01,-0.686220584
CHL,2022-04,0.138327182
CHL,2022-07,-1.180470028
SWE,2017-01,0.493638361
SWE,2017-04,1.279074922
SWE,2017-07,0.906201059
SWE,2017-10,0.201823679
SWE,2018-01,0.419163785
SWE,2018-04,1.00038993
SWE,2018-07,-0.80707214
SWE,2018-10,1.314728238
SWE,2019-01,0.609857411
SWE,2019-04,0.504056431
SWE,2019-07,0.159612538
SWE,2019-10,0.436567335
SWE,2020-01,-0.076791524
SWE,2020-04,-8.237171384
SWE,2020-07,7.374891001
SWE,2020-10,0.088641156
SWE,2021-01,1.453311461
SWE,2021-04,0.56177985
SWE,2021-07,1.772230218
SWE,2021-10,2.218329426
SWE,2022-01,-0.438491368
SWE,2022-04,0.336173353
SWE,2022-07,0.180865262
SWE,2022-10,-0.624293875
FRA,2017-01,0.755590865
FRA,2017-04,0.786525928
FRA,2017-07,0.85105654
FRA,2017-10,0.599842904
FRA,2018-01,0.081843914
FRA,2018-04,0.431767713
FRA,2018-07,0.383905172
FRA,2018-10,0.583801254
FRA,2019-01,0.676134373
FRA,2019-04,0.68779286
FRA,2019-07,0.021200843
FRA,2019-10,-0.268868853
FRA,2020-01,-5.570557741
FRA,2020-04,-13.546783366
FRA,2020-07,18.373992991
FRA,2020-10,-0.915230098
FRA,2021-01,0.080926612
FRA,2021-04,1.075591336
FRA,2021-07,3.311189958
FRA,2021-10,0.566292752
FRA,2022-01,-0.234084462
FRA,2022-04,0.491699645
FRA,2022-07,0.165532903
FRA,2022-10,0.122519859
GRC,2017-01,-0.220852404
GRC,2017-04,0.524190249
GRC,2017-07,1.012215364
GRC,2017-10,-0.93579818
GRC,2018-01,1.237052246
GRC,2018-04,0.348357888
GRC,2018-07,-0.108884076
GRC,2018-10,0.650825421
GRC,2019-01,0.815928184
GRC,2019-04,1.036455402
GRC,2019-07,-0.397980112
GRC,2019-10,-0.27085348
GRC,2020-01,-1.940874558
GRC,2020-04,-13.354608134
GRC,2020-07,5.336499915
GRC,2020-10,4.111236321
GRC,2021-01,3.061652986
GRC,2021-04,1.322874174
GRC,2021-07,3.58576804
GRC,2021-10,0.577293486
GRC,2022-01,2.179143768
GRC,2022-04,0.587291694
GRC,2022-07,-0.53899533
OECDE,2017-01,0.783412
OECDE,2017-04,0.940886
OECDE,2017-07,0.828508
OECDE,2017-10,0.884553
OECDE,2018-01,0.320728
OECDE,2018-04,0.601701
OECDE,2018-07,0.012171
OECDE,2018-10,0.252606
OECDE,2019-01,0.76235
OECDE,2019-04,0.527094
OECDE,2019-07,0.309825
OECDE,2019-10,0.20984
OECDE,2020-01,-2.591471
OECDE,2020-04,-12.175972
OECDE,2020-07,12.344635
OECDE,2020-10,0.166195
OECDE,2021-01,0.220978
OECDE,2021-04,2.478786
OECDE,2021-07,2.197277
OECDE,2021-10,0.922106
OECDE,2022-01,0.711397
OECDE,2022-04,0.677364
OECDE,2022-07,0.247382
G-7,2017-01,0.651634
G-7,2017-04,0.56066
G-7,2017-07,0.755881
G-7,2017-10,0.762995
G-7,2018-01,0.343642
G-7,2018-04,0.566847
G-7,2018-07,0.317806
G-7,2018-10,0.257458
G-7,2019-01,0.496914
G-7,2019-04,0.473749
G-7,2019-07,0.560012
G-7,2019-10,-0.15918
G-7,2020-01,-1.805292
G-7,2020-04,-10.199575
G-7,2020-07,9.50494
G-7,2020-10,0.84696
G-7,2021-01,0.599985
G-7,2021-04,1.806009
G-7,2021-07,1.002858
G-7,2021-10,1.276656
G-7,2022-01,-0.117567
G-7,2022-04,0.220443
G-7,2022-07,0.497442
G-7,2022-10,0.379571
G-20,2017-01,0.83415
G-20,2017-04,1.03167
G-20,2017-07,1.05461
G-20,2017-10,1.02017
G-20,2018-01,0.95576
G-20,2018-04,0.79842
G-20,2018-07,0.69563
G-20,2018-10,0.59787
G-20,2019-01,0.80619
G-20,2019-04,0.90047
G-20,2019-07,0.51563
G-20,2019-10,0.28682
G-20,2020-01,-3.14848
G-20,2020-04,-6.26357
G-20,2020-07,7.81959
G-20,2020-10,1.77223
G-20,2021-01,0.77146
G-20,2021-04,1.42505
G-20,2021-07,0.84906
G-20,2021-10,1.3
G-20,2022-01,0.7
G-20,2022-04,-0.4
G-20,2022-07,1.4
COL,2017-01,-0.223309652
COL,2017-04,0.513586951
COL,2017-07,0.276612205
COL,2017-10,0.648436187
COL,2018-01,0.753322385
COL,2018-04,0.50766947
COL,2018-07,0.886910643
COL,2018-10,0.831493064
COL,2019-01,0.862556601
COL,2019-04,0.812758522
COL,2019-07,0.476618211
COL,2019-10,0.982908682
COL,2020-01,-2.100536723
COL,2020-04,-16.083750345
COL,2020-07,9.57457238
COL,2020-10,7.312215358
COL,2021-01,3.765342631
COL,2021-04,-2.784369655
COL,2021-07,4.631918268
COL,2021-10,5.351605222
COL,2022-01,0.571924533
COL,2022-04,1.141692238
COL,2022-07,0.465081046
COL,2022-10,0.667469996
EA19,2017-01,0.682954
EA19,2017-04,0.788753
EA19,2017-07,0.776041
EA19,2017-10,0.809131
EA19,2018-01,-0.003471
EA19,2018-04,0.539313
EA19,2018-07,0.008667
EA19,2018-10,0.646623
EA19,2019-01,0.628509
EA19,2019-04,0.313552
EA19,2019-07,0.207136
EA19,2019-10,0.015422
EA19,2020-01,-3.365601
EA19,2020-04,-11.450771
EA19,2020-07,12.351078
EA19,2020-10,-0.262431
EA19,2021-01,-0.060974
EA19,2021-04,1.985673
EA19,2021-07,2.249598
EA19,2021-10,0.535778
EA19,2022-01,0.635638
EA19,2022-04,0.850138
EA19,2022-07,0.302744
EA19,2022-10,0.107629
LTU,2017-01,1.177316113
LTU,2017-04,0.944330314
LTU,2017-07,1.019588202
LTU,2017-10,0.908882781
LTU,2018-01,0.843969472
LTU,2018-04,1.128324493
LTU,2018-07,0.996620107
LTU,2018-10,1.268400884
LTU,2019-01,1.471102521
LTU,2019-04,1.111833602
LTU,2019-07,0.443817601
LTU,2019-10,1.173218735
LTU,2020-01,0.448634294
LTU,2020-04,-5.346018482
LTU,2020-07,3.692974884
LTU,2020-10,1.798137829
LTU,2021-01,2.211155404
LTU,2021-04,1.63662855
LTU,2021-07,0.738159321
LTU,2021-10,1.114534767
LTU,2022-01,0.55178849
LTU,2022-04,0.339217019
LTU,2022-07,0.404489271
LTU,2022-10,-1.718828841
SAU,2017-01,-2.771272415
SAU,2017-04,0.802736752
SAU,2017-07,1.041874623
SAU,2017-10,-0.311923158
SAU,2018-01,1.607511615
SAU,2018-04,-0.208727501
SAU,2018-07,1.414393579
SAU,2018-10,0.481463997
SAU,2019-01,-0.297746087
SAU,2019-04,-0.701172475
SAU,2019-07,-0.185022973
SAU,2019-10,0.308913382
SAU,2020-01,-1.332821346
SAU,2020-04,-4.848610902
SAU,2020-07,0.749804648
SAU,2020-10,2.077436621
SAU,2021-01,-1.126194097
SAU,2021-04,0.220955997
SAU,2021-07,5.680977147
SAU,2021-10,1.578321209
SAU,2022-01,2.603867086
SAU,2022-04,2.223281076
SAU,2022-07,2.089779594
SAU,2022-10,1.500063258
BGR,2017-01,0.599640872
BGR,2017-04,0.691864885
BGR,2017-07,0.683348071
BGR,2017-10,0.620514356
BGR,2018-01,0.463240039
BGR,2018-04,0.868785513
BGR,2018-07,1.022944471
BGR,2018-10,0.882765765
BGR,2019-01,1.25334121
BGR,2019-04,1.122711657
BGR,2019-07,0.187512292
BGR,2019-10,1.160937254
BGR,2020-01,-3.782802068
BGR,2020-04,-4.832034253
BGR,2020-07,3.590196503
BGR,2020-10,1.817829556
BGR,2021-01,2.749959006
BGR,2021-04,1.295793535
BGR,2021-07,1.904892223
BGR,2021-10,1.456475084
BGR,2022-01,0.409652358
BGR,2022-04,0.773878296
BGR,2022-07,0.637268325
ROU,2017-01,4.694976369
ROU,2017-04,0.939252467
ROU,2017-07,1.178047706
ROU,2017-10,1.374004152
ROU,2018-01,1.690618665
ROU,2018-04,1.570916157
ROU,2018-07,1.341873406
ROU,2018-10,0.924711473
ROU,2019-01,0.94652718
ROU,2019-04,0.871522903
ROU,2019-07,0.546413155
ROU,2019-10,0.572069671
ROU,2020-01,0.67959329
ROU,2020-04,-9.578641993
ROU,2020-07,3.746058168
ROU,2020-10,3.41447116
ROU,2021-01,1.742932672
ROU,2021-04,1.686541629
ROU,2021-07,0.602179655
ROU,2021-10,0.524478586
ROU,2022-01,1.433558791
ROU,2022-04,1.209542742
ROU,2022-07,1.209854272
ROU,2022-10,1.077040101
EU27_2020,2017-01,0.765367
EU27_2020,2017-04,0.846384
EU27_2020,2017-07,0.790584
EU27_2020,2017-10,0.812855
EU27_2020,2018-01,0.14577
EU27_2020,2018-04,0.616126
EU27_2020,2018-07,0.093988
EU27_2020,2018-10,0.685122
EU27_2020,2019-01,0.671979
EU27_2020,2019-04,0.379495
EU27_2020,2019-07,0.258107
EU27_2020,2019-10,0.060493
EU27_2020,2020-01,-2.924812
EU27_2020,2020-04,-11.075598
EU27_2020,2020-07,11.495735
EU27_2020,2020-10,-0.113152
EU27_2020,2021-01,0.207334
EU27_2020,2021-04,1.933016
EU27_2020,2021-07,2.164898
EU27_2020,2021-10,0.683862
EU27_2020,2022-01,0.759963
EU27_2020,2022-04,0.713066
EU27_2020,2022-07,0.336895
EU27_2020,2022-10,0.008652
CRI,2017-01,0.466356097
CRI,2017-04,2.236037934
CRI,2017-07,-0.081660233
CRI,2017-10,1.741616398
CRI,2018-01,0.358822066
CRI,2018-04,1.117366179
CRI,2018-07,-0.526953656
CRI,2018-10,-0.571193964
CRI,2019-01,1.388812025
CRI,2019-04,1.509284673
CRI,2019-07,0.177699225
CRI,2019-10,0.710789562
CRI,2020-01,-0.703549416
CRI,2020-04,-7.838893841
CRI,2020-07,1.100788442
CRI,2020-10,3.373400144
CRI,2021-01,3.297992174
CRI,2021-04,2.135215196
CRI,2021-07,3.129766494
CRI,2021-10,0.881781374
CRI,2022-01,0.508604047
CRI,2022-04,0.849548698
CRI,2022-07,0.643137043
CRI,2022-10,0.306636271
HRV,2017-01,1.275491688
HRV,2017-04,-0.02478241
HRV,2017-07,1.312840167
HRV,2017-10,0.307214635
HRV,2018-01,0.061633791
HRV,2018-04,1.982096787
HRV,2018-07,0.449716544
HRV,2018-10,0.453434192
HRV,2019-01,2.046552422
HRV,2019-04,0.547450209
HRV,2019-07,-0.084053789
HRV,2019-10,-0.08803908
HRV,2020-01,-1.087579359
HRV,2020-04,-14.684827763
HRV,2020-07,5.788918805
HRV,2020-10,5.614036917
HRV,2021-01,7.33858513
HRV,2021-04,0.652864983
HRV,2021-07,2.422074742
HRV,2021-10,1.518524831
HRV,2022-01,2.782257907
HRV,2022-04,1.486252446
HRV,2022-07,-0.369506222
