organization_code_iata,,organization_code_iata,organization_code_icao,period_start_date,period_end_date,accounting_period,passenger_load_factor_pct,continuous,type
LX,4865,LX,SWR,2019-01-01,2019-01-31,Month 1,79.1608669715649,24,Mainline
LX,4866,LX,SWR,2019-02-01,2019-02-28,Month 2,79.021595416483,25,Mainline
LX,4867,LX,SWR,2019-03-01,2019-03-31,Month 3,81.4786291875241,26,Mainline
LX,4868,LX,SWR,2019-04-01,2019-04-30,Month 4,85.280417365381,27,Mainline
LX,4869,LX,SWR,2019-05-01,2019-05-31,Month 5,81.4938066185986,28,Mainline
LX,4870,LX,SWR,2019-06-01,2019-06-30,Month 6,85.3870312211343,29,Mainline
LX,4871,LX,SWR,2019-07-01,2019-07-31,Month 7,87.9648760330578,30,Mainline
LX,4872,LX,SWR,2019-08-01,2019-08-31,Month 8,88.7405585807132,31,Mainline
LX,4873,LX,SWR,2019-09-01,2019-09-30,Month 9,85.6526631657914,32,Mainline
LX,4874,LX,SWR,2019-10-01,2019-10-31,Month 10,82.7837423312884,33,Mainline
LX,4875,LX,SWR,2019-11-01,2019-11-30,Month 11,82.7270879902459,34,Mainline
LX,4876,LX,SWR,2019-12-01,2019-12-31,Month 12,82.9982432168651,35,Mainline
LX,2942,LX,SWR,2020-01-01,2020-01-31,Month 1,80.3272302298403,36,Mainline
LX,3873,LX,SWR,2020-01-01,2020-12-31,Annual,60.8171622690679,36,Mainline
LX,2943,LX,SWR,2020-02-01,2020-02-29,Month 2,77.6344086021505,37,Mainline
LX,2944,LX,SWR,2020-03-01,2020-03-31,Month 3,59.6683133380381,38,Mainline
LX,2945,LX,SWR,2020-04-01,2020-04-30,Month 4,32.9479768786127,39,Mainline
LX,2946,LX,SWR,2020-05-01,2020-05-31,Month 5,48.8095238095238,40,Mainline
LX,2947,LX,SWR,2020-06-01,2020-06-30,Month 6,42.1845574387947,41,Mainline
LX,2948,LX,SWR,2020-07-01,2020-07-31,Month 7,53.527815468114,42,Mainline
LX,2949,LX,SWR,2020-08-01,2020-08-31,Month 8,47.8150728309056,43,Mainline
LX,2950,LX,SWR,2020-09-01,2020-09-30,Month 9,37.5179340028694,44,Mainline
LX,2951,LX,SWR,2020-10-01,2020-10-31,Month 10,33.7331334332834,45,Mainline
LX,2952,LX,SWR,2020-11-01,2020-11-30,Month 11,27.7726001863933,46,Mainline
LX,2953,LX,SWR,2020-12-01,2020-12-31,Month 12,41.2052117263844,47,Mainline
LX,2954,LX,SWR,2021-01-01,2021-01-31,Month 1,40.1960784313725,48,Mainline
LX,2955,LX,SWR,2021-02-01,2021-02-28,Month 2,32.3671497584541,49,Mainline
LX,2956,LX,SWR,2021-03-01,2021-03-31,Month 3,33.3333333333333,50,Mainline
LX,2957,LX,SWR,2021-04-01,2021-04-30,Month 4,39.5565092989986,51,Mainline
LX,2958,LX,SWR,2021-05-01,2021-05-31,Month 5,39.7251717676452,52,Mainline
LX,2959,LX,SWR,2021-06-01,2021-06-30,Month 6,46.9540229885057,53,Mainline
LX,2960,LX,SWR,2021-07-01,2021-07-31,Month 7,65.2806652806653,54,Mainline
LX,2961,LX,SWR,2021-08-01,2021-08-31,Month 8,70.8092485549133,55,Mainline
LX,2962,LX,SWR,2021-09-01,2021-09-30,Month 9,63.4920634920635,56,Mainline
LY,3710,LY,ELY,2018-01-01,2018-12-31,Annual,83.6977621506794,1,Mainline
LY,3711,LY,ELY,2019-01-01,2019-12-31,Annual,82.7274953643774,2,Mainline
LY,3712,LY,ELY,2020-01-01,2020-12-31,Annual,69.221678203613,3,Mainline
M5,6522,M5,KEN,2017-02-01,2017-02-28,Month 2,51.9723297007561,1,Regional
M5,6523,M5,KEN,2017-03-01,2017-03-31,Month 3,54.317442083094,2,Regional
M5,6524,M5,KEN,2017-04-01,2017-04-30,Month 4,56.8662821718032,3,Regional
M5,6525,M5,KEN,2017-05-01,2017-05-31,Month 5,53.6959230690792,4,Regional
M5,6526,M5,KEN,2017-06-01,2017-06-30,Month 6,58.364873633398,5,Regional
M5,6527,M5,KEN,2017-07-01,2017-07-31,Month 7,59.4768869616527,6,Regional
M5,6528,M5,KEN,2017-08-01,2017-08-31,Month 8,61.6024142373205,7,Regional
M5,6529,M5,KEN,2017-09-01,2017-09-30,Month 9,57.4682346673918,8,Regional
M5,6530,M5,KEN,2017-10-01,2017-10-31,Month 10,60.4943689050898,9,Regional
M5,6531,M5,KEN,2017-11-01,2017-11-30,Month 11,56.494534849671,10,Regional
M5,6532,M5,KEN,2017-12-01,2017-12-31,Month 12,55.6317271071369,11,Regional
M5,3767,M5,KEN,2018-01-01,2018-12-31,Annual,58.4826218198248,12,Regional
M5,6533,M5,KEN,2018-01-01,2018-01-31,Month 1,51.8145966055148,12,Regional
M5,6534,M5,KEN,2018-02-01,2018-02-28,Month 2,51.7187929791173,13,Regional
M5,6535,M5,KEN,2018-03-01,2018-03-31,Month 3,56.3584332996098,14,Regional
M5,6536,M5,KEN,2018-04-01,2018-04-30,Month 4,59.6256696418615,15,Regional
M5,6537,M5,KEN,2018-05-01,2018-05-31,Month 5,56.0672824336921,16,Regional
M5,6538,M5,KEN,2018-06-01,2018-06-30,Month 6,56.2573513815777,17,Regional
M5,6539,M5,KEN,2018-07-01,2018-07-31,Month 7,63.5091667179993,18,Regional
M5,6540,M5,KEN,2018-08-01,2018-08-31,Month 8,66.5359158638803,19,Regional
M5,6541,M5,KEN,2018-09-01,2018-09-30,Month 9,58.868995367293,20,Regional
M5,6542,M5,KEN,2018-10-01,2018-10-31,Month 10,53.7044979807826,21,Regional
M5,6543,M5,KEN,2018-11-01,2018-11-30,Month 11,53.365518678861,22,Regional
M5,6544,M5,KEN,2018-12-01,2018-12-31,Month 12,52.7240155371015,23,Regional
M5,3768,M5,KEN,2019-01-01,2019-12-31,Annual,57.8583094138242,24,Regional
M5,4793,M5,KEN,2019-01-01,2019-01-31,Month 1,51.1538971592819,24,Regional
M5,4794,M5,KEN,2019-02-01,2019-02-28,Month 2,41.6739454542716,25,Regional
M5,5381,M5,KEN,2019-03-01,2019-03-31,Month 3,49.0683202283546,26,Regional
M5,5382,M5,KEN,2019-04-01,2019-04-30,Month 4,57.5526825298838,27,Regional
M5,5383,M5,KEN,2019-05-01,2019-05-31,Month 5,60.7351952724629,28,Regional
M5,5384,M5,KEN,2019-06-01,2019-06-30,Month 6,57.6756776563488,29,Regional
M5,5385,M5,KEN,2019-07-01,2019-07-31,Month 7,60.6764270149165,30,Regional
M5,5386,M5,KEN,2019-08-01,2019-08-31,Month 8,64.4295347036409,31,Regional
M5,5387,M5,KEN,2019-09-01,2019-09-30,Month 9,58.9224244230255,32,Regional
M5,5388,M5,KEN,2019-10-01,2019-10-31,Month 10,60.1111506868429,33,Regional
M5,5389,M5,KEN,2019-11-01,2019-11-30,Month 11,54.5577359718753,34,Regional
M5,5390,M5,KEN,2019-12-01,2019-12-31,Month 12,53.2876405646051,35,Regional
M5,2516,M5,KEN,2020-01-01,2020-01-31,Month 1,51.1242347263234,36,Regional
M5,3769,M5,KEN,2020-01-01,2020-12-31,Annual,52.2554961030113,36,Regional
M5,2517,M5,KEN,2020-02-01,2020-02-29,Month 2,51.1895426450884,37,Regional
M5,2518,M5,KEN,2020-03-01,2020-03-31,Month 3,44.3979760988981,38,Regional
M5,2519,M5,KEN,2020-05-01,2020-05-31,Month 5,17.4310314531717,39,Regional
M5,2520,M5,KEN,2020-06-01,2020-06-30,Month 6,47.5655963577547,40,Regional
M5,2521,M5,KEN,2020-07-01,2020-07-31,Month 7,54.4807174669422,41,Regional
M5,2522,M5,KEN,2020-08-01,2020-08-31,Month 8,57.7527268211578,42,Regional
M5,2523,M5,KEN,2020-09-01,2020-09-30,Month 9,55.3790355371229,43,Regional
M5,2524,M5,KEN,2020-10-01,2020-10-31,Month 10,50.0395080963775,44,Regional
M5,2525,M5,KEN,2020-11-01,2020-11-30,Month 11,46.2004621772191,45,Regional
M5,2526,M5,KEN,2020-12-01,2020-12-31,Month 12,39.9394891218994,46,Regional
M5,2527,M5,KEN,2021-01-01,2021-01-31,Month 1,44.7172694854814,47,Regional
M5,2528,M5,KEN,2021-02-01,2021-02-28,Month 2,43.493947858473,48,Regional
M5,2529,M5,KEN,2021-03-01,2021-03-31,Month 3,64.8021978021978,49,Regional
M5,2530,M5,KEN,2021-04-01,2021-04-30,Month 4,55.5571732466251,50,Regional
M5,2531,M5,KEN,2021-05-01,2021-05-31,Month 5,57.5346828589519,51,Regional
M5,2532,M5,KEN,2021-06-01,2021-06-30,Month 6,64.972704482088,52,Regional
M5,10235,M5,KEN,2021-07-01,2021-07-31,Month 7,67.3556743214742,53,Regional
M5,10249,M5,KEN,2021-08-01,2021-08-31,Month 8,68.424229,54,Regional
M5,10254,M5,KEN,2021-09-01,2021-09-30,Month 9,61.8938374002715,55,Regional
MD,5093,MD,MDG,2017-02-01,2017-02-28,Month 2,66.2892397543624,1,Mainline
MD,5094,MD,MDG,2017-03-01,2017-03-31,Month 3,66.5248421630524,2,Mainline
MD,5095,MD,MDG,2017-04-01,2017-04-30,Month 4,73.9179864699062,3,Mainline
MD,5096,MD,MDG,2017-05-01,2017-05-31,Month 5,65.5473515946978,4,Mainline
MD,5097,MD,MDG,2017-06-01,2017-06-30,Month 6,65.8069508772335,5,Mainline
MD,5075,MD,MDG,2017-07-01,2017-07-31,Month 7,74.5967203100242,6,Mainline
MD,5076,MD,MDG,2017-08-01,2017-08-31,Month 8,77.902794337184,7,Mainline
MD,5077,MD,MDG,2017-09-01,2017-09-30,Month 9,71.6984667614607,8,Mainline
MD,5078,MD,MDG,2017-10-01,2017-10-31,Month 10,70.649534706808,9,Mainline
MD,5079,MD,MDG,2017-11-01,2017-11-30,Month 11,61.7544317847932,10,Mainline
MD,5080,MD,MDG,2017-12-01,2017-12-31,Month 12,65.8704970736131,11,Mainline
MD,5081,MD,MDG,2018-01-01,2018-01-31,Month 1,58.6499170830578,12,Mainline
MD,3636,MD,MDG,2018-01-01,2018-12-31,Annual,61.0571706889886,12,Mainline
MD,5082,MD,MDG,2018-02-01,2018-02-28,Month 2,52.8826865628563,13,Mainline
MD,5083,MD,MDG,2018-03-01,2018-03-31,Month 3,61.2387856502868,14,Mainline
MD,5084,MD,MDG,2018-04-01,2018-04-30,Month 4,69.3775680359225,15,Mainline
MD,5085,MD,MDG,2018-05-01,2018-05-31,Month 5,59.9219123175012,16,Mainline
MD,5086,MD,MDG,2018-06-01,2018-06-30,Month 6,62.1873981278815,17,Mainline
MD,5098,MD,MDG,2018-07-01,2018-07-31,Month 7,66.9552377091899,18,Mainline
MD,5099,MD,MDG,2018-08-01,2018-08-31,Month 8,68.21382590983,19,Mainline
MD,5100,MD,MDG,2018-09-01,2018-09-30,Month 9,58.3275803722504,20,Mainline
MD,5101,MD,MDG,2018-10-01,2018-10-31,Month 10,62.8467751375395,21,Mainline
MD,5102,MD,MDG,2018-11-01,2018-11-30,Month 11,52.3556332813855,22,Mainline
MD,5103,MD,MDG,2018-12-01,2018-12-31,Month 12,54.2156652647933,23,Mainline
MD,5017,MD,MDG,2019-01-01,2019-01-31,Month 1,46.7732177894048,24,Mainline
MD,3637,MD,MDG,2019-01-01,2019-12-31,Annual,64.4233068205365,24,Mainline
MD,5018,MD,MDG,2019-02-01,2019-02-28,Month 2,38.9551874010393,25,Mainline
MD,5019,MD,MDG,2019-03-01,2019-03-31,Month 3,53.6476985543352,26,Mainline
MD,5020,MD,MDG,2019-04-01,2019-04-30,Month 4,51.926728297071,27,Mainline
MD,5021,MD,MDG,2019-05-01,2019-05-31,Month 5,47.5572395379166,28,Mainline
MD,5010,MD,MDG,2019-06-01,2019-06-30,Month 6,63.7907127684682,29,Mainline
MD,5011,MD,MDG,2019-07-01,2019-07-31,Month 7,68.5699466323381,30,Mainline
MD,5012,MD,MDG,2019-08-01,2019-08-31,Month 8,72.5103867985254,31,Mainline
MD,5013,MD,MDG,2019-09-01,2019-09-30,Month 9,64.5776257864606,32,Mainline
MD,5014,MD,MDG,2019-10-01,2019-10-31,Month 10,77.3064978609185,33,Mainline
MD,5015,MD,MDG,2019-11-01,2019-11-30,Month 11,74.2763381425529,34,Mainline
MD,5016,MD,MDG,2019-12-01,2019-12-31,Month 12,79.7299708558853,35,Mainline
MD,3247,MD,MDG,2020-01-01,2020-01-31,Month 1,66.1242302642528,36,Mainline
MD,3638,MD,MDG,2020-01-01,2020-12-31,Annual,56.6114922048998,36,Mainline
MD,3248,MD,MDG,2020-02-01,2020-02-29,Month 2,49.9985195712678,37,Mainline
MD,3249,MD,MDG,2020-03-01,2020-03-31,Month 3,60.7548034684289,38,Mainline
MD,3250,MD,MDG,2020-04-01,2020-04-30,Month 4,10.9433962264151,39,Mainline
MD,3251,MD,MDG,2020-05-01,2020-05-31,Month 5,15.819209039548,40,Mainline
MD,3252,MD,MDG,2020-06-01,2020-06-30,Month 6,60.5074821080026,41,Mainline
MD,3253,MD,MDG,2020-07-01,2020-07-31,Month 7,54.4186046511628,42,Mainline
MD,3254,MD,MDG,2020-08-01,2020-08-31,Month 8,67.2767658818303,43,Mainline
MD,3255,MD,MDG,2020-09-01,2020-09-30,Month 9,35.7564990391936,44,Mainline
MD,3256,MD,MDG,2020-10-01,2020-10-31,Month 10,50.9630165476083,45,Mainline
MD,3257,MD,MDG,2020-11-01,2020-11-30,Month 11,87.4293785310735,46,Mainline
MD,3258,MD,MDG,2020-12-01,2020-12-31,Month 12,42.4097016227534,47,Mainline
ME,8491,ME,MEA,2017-02-01,2017-02-28,Month 2,70.7473340310903,1,Mainline
ME,8492,ME,MEA,2017-03-01,2017-03-31,Month 3,71.1430691885106,2,Mainline
ME,8493,ME,MEA,2017-04-01,2017-04-30,Month 4,83.0807394719745,3,Mainline
ME,8494,ME,MEA,2017-05-01,2017-05-31,Month 5,76.247316344628,4,Mainline
ME,8495,ME,MEA,2017-06-01,2017-06-30,Month 6,70.4901635520926,5,Mainline
ME,8496,ME,MEA,2017-07-01,2017-07-31,Month 7,85.7964889417805,6,Mainline
ME,8497,ME,MEA,2017-08-01,2017-08-31,Month 8,84.4747154055001,7,Mainline
ME,8498,ME,MEA,2017-09-01,2017-09-30,Month 9,77.4825888472649,8,Mainline
ME,8499,ME,MEA,2017-10-01,2017-10-31,Month 10,76.5064922417066,9,Mainline
ME,8500,ME,MEA,2017-11-01,2017-11-30,Month 11,74.6799946816869,10,Mainline
ME,8501,ME,MEA,2017-12-01,2017-12-31,Month 12,76.8849644715293,11,Mainline
ME,1739,ME,MEA,2018-01-01,2018-12-31,Annual,79.8517127397167,12,Mainline
ME,8502,ME,MEA,2018-01-01,2018-01-31,Month 1,75.8177137301437,12,Mainline
ME,8503,ME,MEA,2018-02-01,2018-02-28,Month 2,77.0824429345219,13,Mainline
ME,1740,ME,MEA,2019-01-01,2019-12-31,Annual,81.0294269549993,14,Mainline
ME,1741,ME,MEA,2020-01-01,2020-12-31,Annual,73.1018109809229,15,Mainline
MF,4445,MF,CXA,2017-02-01,2017-02-28,Month 2,0.0,1,Mainline
MF,4446,MF,CXA,2017-03-01,2017-03-31,Month 3,0.0,2,Mainline
MF,4447,MF,CXA,2017-04-01,2017-04-30,Month 4,0.0,3,Mainline
MF,4448,MF,CXA,2017-05-01,2017-05-31,Month 5,0.0,4,Mainline
MF,4449,MF,CXA,2017-06-01,2017-06-30,Month 6,0.0,5,Mainline
MF,4450,MF,CXA,2017-07-01,2017-07-31,Month 7,0.0,6,Mainline
MF,4451,MF,CXA,2017-08-01,2017-08-31,Month 8,0.0,7,Mainline
MF,4452,MF,CXA,2017-09-01,2017-09-30,Month 9,0.0,8,Mainline
MF,4453,MF,CXA,2017-10-01,2017-10-31,Month 10,0.0,9,Mainline
MF,4454,MF,CXA,2017-11-01,2017-11-30,Month 11,0.0,10,Mainline
MF,4455,MF,CXA,2017-12-01,2017-12-31,Month 12,0.0,11,Mainline
MF,3900,MF,CXA,2018-01-01,2018-12-31,Annual,81.47,12,Mainline
MF,4456,MF,CXA,2018-01-01,2018-01-31,Month 1,76.8057930798339,12,Mainline
MF,4457,MF,CXA,2018-02-01,2018-02-28,Month 2,80.9895890479669,13,Mainline
MF,4458,MF,CXA,2018-03-01,2018-03-31,Month 3,81.0643148531925,14,Mainline
MF,4459,MF,CXA,2018-04-01,2018-04-30,Month 4,82.463616104527,15,Mainline
MF,4460,MF,CXA,2018-05-01,2018-05-31,Month 5,78.9777759166546,16,Mainline
MF,4461,MF,CXA,2018-06-01,2018-06-30,Month 6,81.6450636360321,17,Mainline
MF,4462,MF,CXA,2018-07-01,2018-07-31,Month 7,82.6234096968213,18,Mainline
MF,4463,MF,CXA,2018-08-01,2018-08-31,Month 8,86.51592833328,19,Mainline
MF,4464,MF,CXA,2018-09-01,2018-09-30,Month 9,81.5905469131551,20,Mainline
MF,4465,MF,CXA,2018-10-01,2018-10-31,Month 10,81.6626702042796,21,Mainline
MF,4466,MF,CXA,2018-11-01,2018-11-30,Month 11,79.8408885317525,22,Mainline
MF,4467,MF,CXA,2018-12-01,2018-12-31,Month 12,80.4115143341434,23,Mainline
MF,5776,MF,CXA,2019-01-01,2019-01-31,Month 1,80.8672489934662,24,Mainline
MF,3901,MF,CXA,2019-01-01,2019-12-31,Annual,84.4381864243215,24,Mainline
MF,5777,MF,CXA,2019-02-01,2019-02-28,Month 2,85.5984485224927,25,Mainline
MF,5778,MF,CXA,2019-03-01,2019-03-31,Month 3,82.5959213686705,26,Mainline
MF,5779,MF,CXA,2019-04-01,2019-04-30,Month 4,83.0486004772361,27,Mainline
MF,5780,MF,CXA,2019-05-01,2019-05-31,Month 5,83.2257084772514,28,Mainline
MF,5781,MF,CXA,2019-06-01,2019-06-30,Month 6,84.2135156747528,29,Mainline
MF,5782,MF,CXA,2019-07-01,2019-07-31,Month 7,85.2817104222724,30,Mainline
MF,5783,MF,CXA,2019-08-01,2019-08-31,Month 8,88.6970854967515,31,Mainline
MF,5784,MF,CXA,2019-09-01,2019-09-30,Month 9,83.7371140840996,32,Mainline
MF,5785,MF,CXA,2019-10-01,2019-10-31,Month 10,84.5422813787688,33,Mainline
MF,5786,MF,CXA,2019-11-01,2019-11-30,Month 11,83.7634049968179,34,Mainline
MF,5787,MF,CXA,2019-12-01,2019-12-31,Month 12,82.6244521793153,35,Mainline
MF,3902,MF,CXA,2020-01-01,2020-12-31,Annual,72.5712215214665,36,Mainline
MF,3032,MF,CXA,2020-01-01,2020-01-31,Month 1,79.1542736951744,36,Mainline
MF,3033,MF,CXA,2020-02-01,2020-02-29,Month 2,47.3070102305421,37,Mainline
MF,3034,MF,CXA,2020-03-01,2020-03-31,Month 3,53.9712402517351,38,Mainline
MF,3035,MF,CXA,2020-04-01,2020-04-30,Month 4,61.7847796945676,39,Mainline
MF,3036,MF,CXA,2020-05-01,2020-05-31,Month 5,68.0530478522735,40,Mainline
MF,3037,MF,CXA,2020-06-01,2020-06-30,Month 6,68.8980343025704,41,Mainline
MF,3038,MF,CXA,2020-07-01,2020-07-31,Month 7,72.9810102698722,42,Mainline
MF,3039,MF,CXA,2020-08-01,2020-08-31,Month 8,75.3212754425471,43,Mainline
MF,3040,MF,CXA,2020-09-01,2020-09-30,Month 9,79.0980486888128,44,Mainline
MF,3041,MF,CXA,2020-10-01,2020-10-31,Month 10,78.1596697131256,45,Mainline
MF,3042,MF,CXA,2020-11-01,2020-11-30,Month 11,75.3230598789539,46,Mainline
MF,3043,MF,CXA,2020-12-01,2020-12-31,Month 12,71.4118156456731,47,Mainline
MK,5136,MK,MAU,2017-02-01,2017-02-28,Month 2,76.4048040612008,1,Mainline
MK,5137,MK,MAU,2017-03-01,2017-03-31,Month 3,73.9069903799609,2,Mainline
MK,3639,MK,MAU,2017-04-01,2018-03-31,Annual,78.8735410643538,3,Mainline
MK,5138,MK,MAU,2017-04-01,2017-04-30,Month 4,79.5176934555532,3,Mainline
MK,5139,MK,MAU,2017-05-01,2017-05-31,Month 5,77.6541394289212,4,Mainline
MK,5140,MK,MAU,2017-06-01,2017-06-30,Month 6,76.0855379044522,5,Mainline
MK,5141,MK,MAU,2017-07-01,2017-07-31,Month 7,83.4786339325472,6,Mainline
MK,5142,MK,MAU,2017-08-01,2017-08-31,Month 8,79.9383404136341,7,Mainline
MK,5143,MK,MAU,2017-09-01,2017-09-30,Month 9,78.5478148572265,8,Mainline
MK,5144,MK,MAU,2017-10-01,2017-10-31,Month 10,80.63022096046831,9,Mainline
MK,5145,MK,MAU,2017-11-01,2017-11-30,Month 11,76.3184480476303,10,Mainline
MK,5146,MK,MAU,2017-12-01,2017-12-31,Month 12,82.3665223348381,11,Mainline
MK,5147,MK,MAU,2018-01-01,2018-01-31,Month 1,75.9318359521926,12,Mainline
MK,5162,MK,MAU,2018-02-01,2018-02-28,Month 2,77.7717896533523,13,Mainline
MK,5163,MK,MAU,2018-03-01,2018-03-31,Month 3,77.3177567282329,14,Mainline
MK,5164,MK,MAU,2018-04-01,2018-04-30,Month 4,79.847579888086,15,Mainline
MK,3640,MK,MAU,2018-04-01,2019-03-31,Annual,78.3783783783784,15,Mainline
MK,5165,MK,MAU,2018-05-01,2018-05-31,Month 5,75.1402774844759,16,Mainline
MK,5166,MK,MAU,2018-06-01,2018-06-30,Month 6,76.1765510423132,17,Mainline
MK,5167,MK,MAU,2018-07-01,2018-07-31,Month 7,82.079204128837,18,Mainline
MK,5168,MK,MAU,2018-08-01,2018-08-31,Month 8,82.1860723888223,19,Mainline
MK,5169,MK,MAU,2018-09-01,2018-09-30,Month 9,79.2255562779898,20,Mainline
MK,5170,MK,MAU,2018-10-01,2018-10-31,Month 10,77.8596901913905,21,Mainline
MK,5171,MK,MAU,2018-11-01,2018-11-30,Month 11,78.6582918956643,22,Mainline
MK,5172,MK,MAU,2018-12-01,2018-12-31,Month 12,80.973147481414,23,Mainline
MK,5022,MK,MAU,2019-01-01,2019-01-31,Month 1,76.7414230824141,24,Mainline
MK,5023,MK,MAU,2019-02-01,2019-02-28,Month 2,75.8566234246449,25,Mainline
MK,5024,MK,MAU,2019-03-01,2019-03-31,Month 3,73.5927075579027,26,Mainline
MK,5025,MK,MAU,2019-04-01,2019-04-30,Month 4,80.0756622163527,27,Mainline
MK,3641,MK,MAU,2019-04-01,2020-03-31,Annual,79.5114541205608,27,Mainline
MK,5026,MK,MAU,2019-05-01,2019-05-31,Month 5,78.9817018828334,28,Mainline
MK,5027,MK,MAU,2019-06-01,2019-06-30,Month 6,79.501431061317,29,Mainline
MK,5028,MK,MAU,2019-07-01,2019-07-31,Month 7,81.3879283127034,30,Mainline
MK,5029,MK,MAU,2019-08-01,2019-08-31,Month 8,84.7289505192548,31,Mainline
MK,5030,MK,MAU,2019-09-01,2019-09-30,Month 9,83.9617518558474,32,Mainline
MK,5031,MK,MAU,2019-10-01,2019-10-31,Month 10,81.4848312330839,33,Mainline
MK,5032,MK,MAU,2019-11-01,2019-11-30,Month 11,79.7496541017363,34,Mainline
MK,5033,MK,MAU,2019-12-01,2019-12-31,Month 12,82.5019420640036,35,Mainline
MK,3268,MK,MAU,2020-01-01,2020-01-31,Month 1,78.656513607112,36,Mainline
MK,3269,MK,MAU,2020-02-01,2020-02-29,Month 2,74.8727462554712,37,Mainline
MK,3270,MK,MAU,2020-03-01,2020-03-31,Month 3,59.7395052393707,38,Mainline
MK,3271,MK,MAU,2020-10-01,2020-10-31,Month 10,42.3798145073104,39,Mainline
MK,3272,MK,MAU,2020-11-01,2020-11-30,Month 11,42.269853557835,40,Mainline
MK,3273,MK,MAU,2020-12-01,2020-12-31,Month 12,45.140284289648,41,Mainline
MQ,7767,MQ,ENY,2017-02-01,2017-02-28,Month 2,75.6086112297095,1,Regional
MQ,7768,MQ,ENY,2017-03-01,2017-03-31,Month 3,78.3376454362601,2,Regional
MQ,7769,MQ,ENY,2017-04-01,2017-04-30,Month 4,77.7313810298331,3,Regional
MQ,7770,MQ,ENY,2017-05-01,2017-05-31,Month 5,78.2327498960113,4,Regional
MQ,7771,MQ,ENY,2017-06-01,2017-06-30,Month 6,79.1936621429082,5,Regional
MQ,7772,MQ,ENY,2017-07-01,2017-07-31,Month 7,77.5389830955192,6,Regional
MQ,7773,MQ,ENY,2017-08-01,2017-08-31,Month 8,76.6826060437098,7,Regional
MQ,7774,MQ,ENY,2017-09-01,2017-09-30,Month 9,75.048998770583,8,Regional
MQ,7775,MQ,ENY,2017-10-01,2017-10-31,Month 10,78.639342598786,9,Regional
MQ,7776,MQ,ENY,2017-11-01,2017-11-30,Month 11,76.7442724577878,10,Regional
MQ,7777,MQ,ENY,2017-12-01,2017-12-31,Month 12,75.7282658282381,11,Regional
MQ,1681,MQ,ENY,2018-01-01,2018-12-31,Annual,78.0725418599899,12,Regional
MQ,7778,MQ,ENY,2018-01-01,2018-01-31,Month 1,73.3899121116093,12,Regional
MQ,7779,MQ,ENY,2018-02-01,2018-02-28,Month 2,76.3547738414951,13,Regional
MQ,7780,MQ,ENY,2018-03-01,2018-03-31,Month 3,79.5516329304729,14,Regional
MQ,7781,MQ,ENY,2018-04-01,2018-04-30,Month 4,77.4857538544561,15,Regional
MQ,7782,MQ,ENY,2018-05-01,2018-05-31,Month 5,80.4878835299346,16,Regional
MQ,7783,MQ,ENY,2018-06-01,2018-06-30,Month 6,82.6130516666977,17,Regional
MQ,7784,MQ,ENY,2018-07-01,2018-07-31,Month 7,81.0968628458273,18,Regional
MQ,7785,MQ,ENY,2018-08-01,2018-08-31,Month 8,79.2188490080484,19,Regional
MQ,7786,MQ,ENY,2018-09-01,2018-09-30,Month 9,75.0907992812925,20,Regional
MQ,7787,MQ,ENY,2018-10-01,2018-10-31,Month 10,77.1629505630288,21,Regional
MQ,7788,MQ,ENY,2018-11-01,2018-11-30,Month 11,77.0975372178448,22,Regional
MQ,7789,MQ,ENY,2018-12-01,2018-12-31,Month 12,75.9429564348469,23,Regional
MQ,9030,MQ,ENY,2019-01-01,2019-01-31,Month 1,71.9732417756348,24,Regional
MQ,1682,MQ,ENY,2019-01-01,2019-12-31,Annual,78.5533549524039,24,Regional
MQ,9031,MQ,ENY,2019-02-01,2019-02-28,Month 2,75.8305732688572,25,Regional
MQ,9032,MQ,ENY,2019-03-01,2019-03-31,Month 3,78.7201548938725,26,Regional
MQ,9033,MQ,ENY,2019-04-01,2019-04-30,Month 4,78.7659154909579,27,Regional
MQ,9034,MQ,ENY,2019-05-01,2019-05-31,Month 5,80.9460637721547,28,Regional
MQ,9035,MQ,ENY,2019-06-01,2019-06-30,Month 6,81.5640206262377,29,Regional
MQ,9036,MQ,ENY,2019-07-01,2019-07-31,Month 7,82.2395038694107,30,Regional
MQ,9037,MQ,ENY,2019-08-01,2019-08-31,Month 8,78.9649477106549,31,Regional
MQ,9038,MQ,ENY,2019-09-01,2019-09-30,Month 9,76.147144118831,32,Regional
MQ,9039,MQ,ENY,2019-10-01,2019-10-31,Month 10,79.0060013838804,33,Regional
MQ,9040,MQ,ENY,2019-11-01,2019-11-30,Month 11,76.9341881023717,34,Regional
MQ,9041,MQ,ENY,2019-12-01,2019-12-31,Month 12,79.5818243516922,35,Regional
MQ,348,MQ,ENY,2020-01-01,2020-01-31,Month 1,75.6722511528668,36,Regional
MQ,1683,MQ,ENY,2020-01-01,2020-12-31,Annual,64.3348944499616,36,Regional
MQ,349,MQ,ENY,2020-02-01,2020-02-29,Month 2,78.1624870021144,37,Regional
MQ,367,MQ,ENY,2020-03-01,2020-03-31,Month 3,48.802235389369,38,Regional
MQ,368,MQ,ENY,2020-04-01,2020-04-30,Month 4,15.8758289866356,39,Regional
MQ,369,MQ,ENY,2020-05-01,2020-05-31,Month 5,48.8510429672261,40,Regional
MQ,370,MQ,ENY,2020-06-01,2020-06-30,Month 6,70.8663182553133,41,Regional
