country_iso,total_cases,total_deaths,stringency_index,reproduction_rate,population,population_density,date
QAT,125760.0,214.0,64.81,0.91,2695131.0,227.322,2020-09
QAT,132556.0,232.0,64.81,0.92,2695131.0,227.322,2020-10
QAT,138833.0,237.0,64.81,0.95,2695131.0,227.322,2020-11
QAT,143834.0,245.0,64.81,1.19,2695131.0,227.322,2020-12
QAT,151335.0,248.0,64.81,1.25,2695131.0,227.322,2021-01
QAT,163664.0,258.0,71.3,1.03,2695131.0,227.322,2021-02
QAT,179964.0,291.0,71.3,1.27,2695131.0,227.322,2021-03
QAT,205652.0,458.0,87.96,0.88,2695131.0,227.322,2021-04
QAT,217458.0,556.0,70.91,0.75,2695131.0,227.322,2021-05
QAT,222071.0,590.0,62.68,0.92,2695131.0,227.322,2021-06
QAT,226239.0,601.0,53.99,1.12,2695131.0,227.322,2021-07
QAT,232744.0,602.0,52.33,0.85,2695131.0,227.322,2021-08
QAT,236643.0,606.0,51.97,0.81,2695131.0,227.322,2021-09
QAT,239247.0,610.0,51.97,1.18,2695131.0,227.322,2021-10
QAT,243447.0,611.0,52.46,1.05,2695131.0,227.322,2021-11
QAT,250528.0,618.0,52.46,2.12,2695131.0,227.322,2021-12
ROU,2245.0,82.0,87.04,1.66,19659270.0,85.129,2020-03
ROU,12240.0,717.0,87.04,0.93,19659270.0,85.129,2020-04
ROU,19257.0,1266.0,75.0,0.87,19659270.0,85.129,2020-05
ROU,26970.0,1651.0,41.67,1.16,19659270.0,85.129,2020-06
ROU,50886.0,2343.0,42.59,1.14,19659270.0,85.129,2020-07
ROU,87540.0,3621.0,42.59,0.99,19659270.0,85.129,2020-08
ROU,127572.0,4825.0,43.52,1.22,19659270.0,85.129,2020-09
ROU,241339.0,6968.0,54.63,1.28,19659270.0,85.129,2020-10
ROU,475362.0,11331.0,76.85,0.85,19659270.0,85.129,2020-11
ROU,632263.0,15767.0,76.85,0.9,19659270.0,85.129,2020-12
ROU,728743.0,18335.0,76.85,0.92,19659270.0,85.129,2021-01
ROU,801994.0,20350.0,73.15,1.17,19659270.0,85.129,2021-02
ROU,952803.0,23538.0,63.89,1.0,19659270.0,85.129,2021-03
ROU,1055265.0,28109.0,63.89,0.65,19659270.0,85.129,2021-04
ROU,1077737.0,30312.0,48.15,0.53,19659270.0,85.129,2021-05
ROU,1080792.0,33786.0,39.75,0.7,19659270.0,85.129,2021-06
ROU,1083189.0,34281.0,37.07,1.43,19659270.0,85.129,2021-07
ROU,1098765.0,34570.0,53.55,1.49,19659270.0,85.129,2021-08
ROU,1233668.0,37041.0,61.56,1.48,19659270.0,85.129,2021-09
ROU,1648031.0,47751.0,75.18,0.81,19659270.0,85.129,2021-10
ROU,1779667.0,56529.0,67.1,0.56,19659270.0,85.129,2021-11
ROU,1808891.0,58752.0,52.78,1.62,19659270.0,85.129,2021-12
RUS,2337.0,17.0,87.04,2.52,144713312.0,8.823,2020-03
RUS,106498.0,1073.0,85.19,1.38,144713312.0,8.823,2020-04
RUS,405843.0,4693.0,78.24,0.98,144713312.0,8.823,2020-05
RUS,646929.0,9306.0,60.65,0.92,144713312.0,8.823,2020-06
RUS,838461.0,13939.0,54.17,0.94,144713312.0,8.823,2020-07
RUS,992402.0,17128.0,54.17,1.01,144713312.0,8.823,2020-08
RUS,1170799.0,20630.0,40.74,1.24,144713312.0,8.823,2020-09
RUS,1606267.0,27787.0,44.91,1.1,144713312.0,8.823,2020-10
RUS,2275936.0,39491.0,47.69,1.08,144713312.0,8.823,2020-11
RUS,3127347.0,56271.0,47.69,0.96,144713312.0,8.823,2020-12
RUS,3808348.0,72029.0,46.76,0.89,144713312.0,8.823,2021-01
RUS,4198400.0,84700.0,45.83,0.89,144713312.0,8.823,2021-02
RUS,4494234.0,97219.0,36.57,0.96,144713312.0,8.823,2021-03
RUS,4750755.0,108290.0,36.57,1.0,144713312.0,8.823,2021-04
RUS,5013512.0,119464.0,36.57,1.04,144713312.0,8.823,2021-05
RUS,5449594.0,132973.0,50.46,1.18,144713312.0,8.823,2021-06
RUS,6185249.0,155952.0,30.09,0.98,144713312.0,8.823,2021-07
RUS,6820697.0,180009.0,52.31,0.95,144713312.0,8.823,2021-08
RUS,7401104.0,203549.0,54.17,1.11,144713312.0,8.823,2021-09
RUS,8377984.0,234194.0,63.43,1.09,144713312.0,8.823,2021-10
RUS,9468640.0,269900.0,60.65,0.96,144713312.0,8.823,2021-11
RUS,10320405.0,302671.0,54.17,0.82,144713312.0,8.823,2021-12
RWA,370.0,1.0,73.15,1.4,13776702.0,494.869,2020-05
RWA,1025.0,2.0,77.78,1.22,13776702.0,494.869,2020-06
RWA,2022.0,5.0,75.93,0.88,13776702.0,494.869,2020-07
RWA,4063.0,16.0,78.7,0.93,13776702.0,494.869,2020-08
RWA,4840.0,29.0,73.15,0.53,13776702.0,494.869,2020-09
RWA,5137.0,35.0,63.89,1.06,13776702.0,494.869,2020-10
RWA,5934.0,49.0,72.22,1.06,13776702.0,494.869,2020-11
RWA,8383.0,92.0,66.67,1.18,13776702.0,494.869,2020-12
RWA,15304.0,196.0,74.07,0.92,13776702.0,494.869,2021-01
RWA,18850.0,261.0,74.07,0.92,13776702.0,494.869,2021-02
RWA,21783.0,307.0,71.3,1.23,13776702.0,494.869,2021-03
RWA,25116.0,335.0,71.3,0.93,13776702.0,494.869,2021-04
RWA,26963.0,353.0,60.19,0.99,13776702.0,494.869,2021-05
RWA,39047.0,438.0,54.63,1.33,13776702.0,494.869,2021-06
RWA,70698.0,808.0,54.63,0.89,13776702.0,494.869,2021-07
RWA,87627.0,1089.0,54.63,0.93,13776702.0,494.869,2021-08
RWA,97517.0,1273.0,51.85,0.65,13776702.0,494.869,2021-09
RWA,99698.0,1331.0,51.85,0.81,13776702.0,494.869,2021-10
RWA,100349.0,1342.0,50.46,0.95,13776702.0,494.869,2021-11
RWA,111786.0,1350.0,71.06,1.71,13776702.0,494.869,2021-12
SMR,236.0,26.0,83.33,0.94,33690.0,556.667,2020-03
SMR,563.0,41.0,92.59,0.85,33690.0,556.667,2020-04
SMR,687.0,42.0,66.67,0.25,33690.0,556.667,2020-05
SMR,713.0,42.0,33.33,0.07,33690.0,556.667,2020-06
SMR,716.0,42.0,33.33,0.05,33690.0,556.667,2020-07
SMR,735.0,42.0,33.33,0.29,33690.0,556.667,2020-08
SMR,749.0,42.0,29.63,0.57,33690.0,556.667,2020-09
SMR,958.0,42.0,35.19,1.41,33690.0,556.667,2020-10
SMR,1609.0,45.0,50.0,1.12,33690.0,556.667,2020-11
SMR,2333.0,59.0,75.93,1.06,33690.0,556.667,2020-12
SMR,3025.0,67.0,69.44,1.06,33690.0,556.667,2021-01
SMR,3716.0,74.0,60.19,1.11,33690.0,556.667,2021-02
SMR,4732.0,84.0,63.89,0.87,33690.0,556.667,2021-03
SMR,5060.0,90.0,47.22,0.5,33690.0,556.667,2021-04
SMR,5090.0,90.0,47.22,0.2,33690.0,556.667,2021-05
SMR,5092.0,90.0,47.22,0.16,33690.0,556.667,2021-06
SMR,5143.0,90.0,47.22,0.84,33690.0,556.667,2021-07
SMR,5331.0,90.0,58.33,0.98,33690.0,556.667,2021-08
SMR,5440.0,91.0,58.33,0.9,33690.0,556.667,2021-09
SMR,5547.0,92.0,43.52,1.23,33690.0,556.667,2021-10
SMR,6039.0,93.0,43.52,1.48,33690.0,556.667,2021-11
SMR,8202.0,100.0,43.52,1.42,33690.0,556.667,2021-12
SAU,1563.0,10.0,89.81,1.63,36408824.0,15.322,2020-03
SAU,22753.0,162.0,91.67,1.34,36408824.0,15.322,2020-04
SAU,85261.0,503.0,81.94,1.04,36408824.0,15.322,2020-05
SAU,190823.0,1649.0,71.3,1.01,36408824.0,15.322,2020-06
SAU,275905.0,2866.0,71.3,0.8,36408824.0,15.322,2020-07
SAU,315772.0,3897.0,60.19,0.83,36408824.0,15.322,2020-08
SAU,334605.0,4768.0,57.41,0.87,36408824.0,15.322,2020-09
SAU,347282.0,5402.0,53.7,0.99,36408824.0,15.322,2020-10
SAU,357360.0,5896.0,53.7,0.86,36408824.0,15.322,2020-11
SAU,362741.0,6223.0,56.48,0.88,36408824.0,15.322,2020-12
SAU,368074.0,6375.0,53.7,1.2,36408824.0,15.322,2021-01
SAU,377383.0,6494.0,57.41,1.03,36408824.0,15.322,2021-02
SAU,390007.0,6669.0,53.7,1.21,36408824.0,15.322,2021-03
SAU,417363.0,6957.0,53.7,1.04,36408824.0,15.322,2021-04
SAU,450436.0,7362.0,53.7,1.04,36408824.0,15.322,2021-05
SAU,487592.0,7819.0,53.7,1.03,36408824.0,15.322,2021-06
SAU,525730.0,8237.0,50.0,0.98,36408824.0,15.322,2021-07
SAU,543318.0,8512.0,57.74,0.33,36408824.0,15.322,2021-08
SAU,547134.0,8716.0,60.85,0.75,36408824.0,15.322,2021-09
SAU,548617.0,8794.0,46.93,0.97,36408824.0,15.322,2021-10
SAU,549752.0,8836.0,45.64,1.01,36408824.0,15.322,2021-11
SAU,556236.0,8877.0,44.68,2.09,36408824.0,15.322,2021-12
SEN,933.0,9.0,77.78,1.5,17316452.0,82.328,2020-04
SEN,3645.0,42.0,72.22,1.08,17316452.0,82.328,2020-05
SEN,6793.0,112.0,46.3,1.03,17316452.0,82.328,2020-06
SEN,10232.0,205.0,43.52,1.0,17316452.0,82.328,2020-07
SEN,13611.0,284.0,49.07,0.82,17316452.0,82.328,2020-08
SEN,14982.0,311.0,40.74,0.81,17316452.0,82.328,2020-09
SEN,15616.0,324.0,37.96,0.83,17316452.0,82.328,2020-10
SEN,16089.0,333.0,30.56,1.51,17316452.0,82.328,2020-11
SEN,19140.0,410.0,43.52,1.26,17316452.0,82.328,2020-12
SEN,26523.0,628.0,50.46,1.09,17316452.0,82.328,2021-01
SEN,34520.0,872.0,43.06,0.88,17316452.0,82.328,2021-02
SEN,38705.0,1051.0,23.15,0.77,17316452.0,82.328,2021-03
SEN,40344.0,1107.0,23.15,0.88,17316452.0,82.328,2021-04
SEN,41416.0,1139.0,23.15,1.11,17316452.0,82.328,2021-05
SEN,43128.0,1166.0,23.15,1.51,17316452.0,82.328,2021-06
SEN,62290.0,1353.0,19.44,1.04,17316452.0,82.328,2021-07
SEN,72805.0,1765.0,29.63,0.53,17316452.0,82.328,2021-08
SEN,73775.0,1858.0,29.63,0.53,17316452.0,82.328,2021-09
SEN,73917.0,1878.0,26.85,0.86,17316452.0,82.328,2021-10
SEN,73987.0,1885.0,26.85,1.42,17316452.0,82.328,2021-11
SEN,75055.0,1890.0,26.85,2.11,17316452.0,82.328,2021-12
SRB,900.0,16.0,100.0,1.97,6871547.0,80.291,2020-03
SRB,9009.0,179.0,96.3,0.79,6871547.0,80.291,2020-04
SRB,11412.0,243.0,49.07,0.78,6871547.0,80.291,2020-05
SRB,14564.0,277.0,25.93,1.59,6871547.0,80.291,2020-06
SRB,25552.0,573.0,55.56,0.93,6871547.0,80.291,2020-07
SRB,31406.0,713.0,58.33,0.7,6871547.0,80.291,2020-08
SRB,33551.0,749.0,54.63,1.08,6871547.0,80.291,2020-09
SRB,46954.0,820.0,51.85,1.85,6871547.0,80.291,2020-10
SRB,175438.0,1604.0,60.19,1.21,6871547.0,80.291,2020-11
SRB,337923.0,3211.0,60.19,0.73,6871547.0,80.291,2020-12
SRB,395263.0,4020.0,56.48,1.0,6871547.0,80.291,2021-01
SRB,459259.0,4443.0,56.48,1.23,6871547.0,80.291,2021-02
SRB,600596.0,5308.0,61.11,1.02,6871547.0,80.291,2021-03
SRB,689557.0,6362.0,56.48,0.72,6871547.0,80.291,2021-04
SRB,712472.0,6865.0,39.81,0.59,6871547.0,80.291,2021-05
SRB,716562.0,7047.0,32.41,0.85,6871547.0,80.291,2021-06
SRB,721918.0,7114.0,36.11,1.41,6871547.0,80.291,2021-07
SRB,762933.0,7292.0,36.11,1.41,6871547.0,80.291,2021-08
SRB,941989.0,8234.0,47.22,1.05,6871547.0,80.291,2021-09
SRB,1142749.0,9955.0,40.74,0.94,6871547.0,80.291,2021-10
SRB,1254845.0,11691.0,38.89,0.75,6871547.0,80.291,2021-11
SRB,1299339.0,12714.0,28.7,1.52,6871547.0,80.291,2021-12
SYC,1186.0,3.0,79.63,1.08,107135.0,208.354,2021-01
SYC,2592.0,11.0,78.7,1.11,107135.0,208.354,2021-02
SYC,4114.0,20.0,65.74,1.11,107135.0,208.354,2021-03
SYC,5838.0,27.0,43.52,1.24,107135.0,208.354,2021-04
SYC,11468.0,40.0,63.89,1.04,107135.0,208.354,2021-05
SYC,15671.0,56.0,76.85,0.96,107135.0,208.354,2021-06
SYC,18328.0,79.0,84.26,0.93,107135.0,208.354,2021-07
SYC,20038.0,102.0,84.26,0.94,107135.0,208.354,2021-08
SYC,21473.0,112.0,73.15,0.9,107135.0,208.354,2021-09
SYC,22243.0,119.0,76.85,1.04,107135.0,208.354,2021-10
SYC,23417.0,125.0,69.44,1.14,107135.0,208.354,2021-11
SYC,24788.0,134.0,69.44,1.15,107135.0,208.354,2021-12
SLE,124.0,7.0,77.78,1.18,8605723.0,104.7,2020-04
SLE,861.0,46.0,70.37,0.95,8605723.0,104.7,2020-05
SLE,1462.0,60.0,53.7,0.93,8605723.0,104.7,2020-06
SLE,1823.0,67.0,32.41,0.93,8605723.0,104.7,2020-07
SLE,2022.0,70.0,33.33,0.97,8605723.0,104.7,2020-08
SLE,2231.0,72.0,29.63,0.99,8605723.0,104.7,2020-09
SLE,2366.0,74.0,31.48,0.85,8605723.0,104.7,2020-10
SLE,2412.0,74.0,40.74,1.14,8605723.0,104.7,2020-11
SLE,2611.0,76.0,37.04,1.5,8605723.0,104.7,2020-12
SLE,3593.0,79.0,60.19,1.17,8605723.0,104.7,2021-01
SLE,3887.0,79.0,51.85,0.67,8605723.0,104.7,2021-02
SLE,3980.0,79.0,45.37,0.96,8605723.0,104.7,2021-03
SLE,4054.0,79.0,50.93,0.87,8605723.0,104.7,2021-04
SLE,4147.0,79.0,50.93,1.37,8605723.0,104.7,2021-05
SLE,5575.0,100.0,56.48,1.07,8605723.0,104.7,2021-06
SLE,6283.0,120.0,60.19,0.59,8605723.0,104.7,2021-07
SLE,6367.0,121.0,56.48,0.69,8605723.0,104.7,2021-08
SLE,6394.0,121.0,48.04,0.32,8605723.0,104.7,2021-09
SLE,6397.0,121.0,42.32,0.0,8605723.0,104.7,2021-10
SLE,6402.0,121.0,47.26,0.19,8605723.0,104.7,2021-11
SLE,7064.0,123.0,47.26,1.35,8605723.0,104.7,2021-12
SGP,926.0,3.0,45.37,1.43,5637022.0,7915.731,2020-03
SGP,16169.0,15.0,82.41,1.03,5637022.0,7915.731,2020-04
SGP,34884.0,23.0,78.7,0.91,5637022.0,7915.731,2020-05
SGP,43907.0,26.0,56.48,0.89,5637022.0,7915.731,2020-06
SGP,52205.0,27.0,56.48,1.05,5637022.0,7915.731,2020-07
SGP,56812.0,27.0,56.48,0.65,5637022.0,7915.731,2020-08
SGP,57765.0,27.0,56.48,0.72,5637022.0,7915.731,2020-09
SGP,58015.0,28.0,50.93,0.97,5637022.0,7915.731,2020-10
SGP,58218.0,29.0,50.93,1.03,5637022.0,7915.731,2020-11
SGP,58599.0,29.0,50.93,1.41,5637022.0,7915.731,2020-12
SGP,59536.0,29.0,50.93,0.97,5637022.0,7915.731,2021-01
SGP,59936.0,29.0,50.93,1.0,5637022.0,7915.731,2021-02
SGP,60381.0,30.0,50.93,1.34,5637022.0,7915.731,2021-03
SGP,61145.0,30.0,50.93,1.02,5637022.0,7915.731,2021-04
SGP,62051.0,33.0,58.33,0.87,5637022.0,7915.731,2021-05
SGP,62579.0,36.0,54.63,0.85,5637022.0,7915.731,2021-06
SGP,64981.0,37.0,50.93,1.08,5637022.0,7915.731,2021-07
SGP,67620.0,55.0,43.99,1.63,5637022.0,7915.731,2021-08
SGP,96521.0,95.0,47.31,1.49,5637022.0,7915.731,2021-09
SGP,198374.0,407.0,42.9,0.97,5637022.0,7915.731,2021-10
SGP,264725.0,718.0,42.82,0.67,5637022.0,7915.731,2021-11
SGP,279405.0,828.0,42.77,1.14,5637022.0,7915.731,2021-12
SVK,1396.0,23.0,75.0,0.44,5643455.0,113.128,2020-04
SVK,1521.0,28.0,71.3,0.62,5643455.0,113.128,2020-05
SVK,1667.0,28.0,38.89,1.5,5643455.0,113.128,2020-06
SVK,2292.0,29.0,38.89,1.2,5643455.0,113.128,2020-07
SVK,3917.0,33.0,33.33,1.26,5643455.0,113.128,2020-08
SVK,10141.0,48.0,31.48,1.57,5643455.0,113.128,2020-09
SVK,59823.0,219.0,73.15,1.24,5643455.0,113.128,2020-10
SVK,121347.0,839.0,69.44,1.18,5643455.0,113.128,2020-11
SVK,274603.0,2138.0,58.33,1.18,5643455.0,113.128,2020-12
SVK,436016.0,4642.0,73.15,1.03,5643455.0,113.128,2021-01
SVK,588671.0,7189.0,71.3,0.99,5643455.0,113.128,2021-02
SVK,707876.0,9719.0,74.07,0.8,5643455.0,113.128,2021-03
SVK,754078.0,11684.0,67.59,0.8,5643455.0,113.128,2021-04
SVK,771008.0,12343.0,51.2,0.71,5643455.0,113.128,2021-05
SVK,775011.0,12510.0,46.57,0.65,5643455.0,113.128,2021-06
SVK,776444.0,12540.0,45.33,1.2,5643455.0,113.128,2021-07
SVK,779767.0,12548.0,32.8,1.48,5643455.0,113.128,2021-08
SVK,804372.0,12637.0,32.53,1.32,5643455.0,113.128,2021-09
SVK,898926.0,13034.0,26.76,1.34,5643455.0,113.128,2021-10
SVK,1170200.0,14418.0,57.73,1.03,5643455.0,113.128,2021-11
SVK,1371082.0,16635.0,56.34,0.83,5643455.0,113.128,2021-12
SVN,802.0,15.0,89.81,1.11,2119843.0,102.619,2020-03
SVN,1429.0,91.0,75.0,0.53,2119843.0,102.619,2020-04
SVN,1473.0,108.0,44.91,1.02,2119843.0,102.619,2020-05
SVN,1600.0,111.0,39.81,1.72,2119843.0,102.619,2020-06
SVN,2156.0,119.0,50.0,0.91,2119843.0,102.619,2020-07
SVN,2883.0,133.0,50.0,1.25,2119843.0,102.619,2020-08
SVN,5690.0,150.0,50.0,1.34,2119843.0,102.619,2020-09
SVN,34307.0,338.0,75.93,1.22,2119843.0,102.619,2020-10
SVN,75814.0,1435.0,87.04,1.02,2119843.0,102.619,2020-11
SVN,122152.0,2697.0,81.48,1.1,2119843.0,102.619,2020-12
SVN,166473.0,3503.0,75.93,0.92,2119843.0,102.619,2021-01
SVN,190081.0,3836.0,69.44,0.98,2119843.0,102.619,2021-02
SVN,215602.0,4047.0,69.44,1.1,2119843.0,102.619,2021-03
SVN,240292.0,4250.0,55.56,0.96,2119843.0,102.619,2021-04
SVN,253722.0,4375.0,35.19,0.8,2119843.0,102.619,2021-05
SVN,257335.0,4419.0,43.31,0.63,2119843.0,102.619,2021-06
SVN,259215.0,4429.0,42.46,1.34,2119843.0,102.619,2021-07
SVN,267198.0,4450.0,41.94,1.34,2119843.0,102.619,2021-08
SVN,293364.0,4561.0,43.25,1.0,2119843.0,102.619,2021-09
SVN,335850.0,4745.0,40.78,1.29,2119843.0,102.619,2021-10
SVN,420898.0,5224.0,54.36,0.8,2119843.0,102.619,2021-11
SVN,464048.0,5589.0,54.02,1.3,2119843.0,102.619,2021-12
SOM,601.0,28.0,63.89,1.21,17597508.0,23.5,2020-04
SOM,1976.0,78.0,62.5,1.01,17597508.0,23.5,2020-05
SOM,2924.0,90.0,49.54,0.8,17597508.0,23.5,2020-06
SOM,3212.0,93.0,31.48,0.64,17597508.0,23.5,2020-07
SOM,3310.0,98.0,28.7,0.6,17597508.0,23.5,2020-08
SOM,3588.0,99.0,52.78,0.61,17597508.0,23.5,2020-09
SOM,3941.0,104.0,41.67,0.61,17597508.0,23.5,2020-10
SOM,4451.0,113.0,37.96,0.56,17597508.0,23.5,2020-11
SOM,4714.0,130.0,37.96,0.48,17597508.0,23.5,2020-12
SOM,4784.0,130.0,21.3,0.82,17597508.0,23.5,2021-01
SOM,7257.0,239.0,44.44,1.15,17597508.0,23.5,2021-02
SOM,11398.0,529.0,48.15,1.0,17597508.0,23.5,2021-03
SOM,13915.0,713.0,33.33,0.91,17597508.0,23.5,2021-04
SOM,14662.0,769.0,35.19,0.93,17597508.0,23.5,2021-05
SOM,14946.0,775.0,35.19,1.19,17597508.0,23.5,2021-06
SOM,15403.0,811.0,35.19,1.33,17597508.0,23.5,2021-07
SOM,17466.0,977.0,35.19,1.14,17597508.0,23.5,2021-08
SOM,19980.0,1111.0,37.96,0.77,17597508.0,23.5,2021-09
SOM,21998.0,1208.0,37.96,0.38,17597508.0,23.5,2021-10
SOM,23016.0,1327.0,37.96,0.36,17597508.0,23.5,2021-11
SOM,23532.0,1333.0,41.67,0.2,17597508.0,23.5,2021-12
ZAF,1353.0,5.0,87.96,1.35,59893884.0,46.754,2020-03
ZAF,5647.0,103.0,87.96,1.42,59893884.0,46.754,2020-04
ZAF,32683.0,683.0,84.26,1.39,59893884.0,46.754,2020-05
ZAF,151209.0,2657.0,76.85,1.34,59893884.0,46.754,2020-06
ZAF,493183.0,8005.0,78.7,0.87,59893884.0,46.754,2020-07
ZAF,627041.0,14149.0,72.22,0.75,59893884.0,46.754,2020-08
ZAF,674339.0,16734.0,57.41,0.97,59893884.0,46.754,2020-09
ZAF,725452.0,19276.0,48.15,1.01,59893884.0,46.754,2020-10
ZAF,790004.0,21535.0,48.15,1.25,59893884.0,46.754,2020-11
ZAF,1057161.0,28469.0,45.37,1.22,59893884.0,46.754,2020-12
ZAF,1453761.0,44164.0,72.22,0.62,59893884.0,46.754,2021-01
ZAF,1513393.0,49993.0,48.15,0.76,59893884.0,46.754,2021-02
ZAF,1548157.0,52846.0,48.15,0.95,59893884.0,46.754,2021-03
ZAF,1581210.0,54350.0,50.93,1.14,59893884.0,46.754,2021-04
ZAF,1665617.0,56506.0,25.0,1.3,59893884.0,46.754,2021-05
ZAF,1973972.0,60647.0,71.3,1.23,59893884.0,46.754,2021-06
ZAF,2447454.0,72013.0,51.85,0.92,59893884.0,46.754,2021-07
ZAF,2777659.0,82261.0,51.85,0.83,59893884.0,46.754,2021-08
ZAF,2902672.0,87626.0,45.37,0.61,59893884.0,46.754,2021-09
ZAF,2922116.0,89177.0,48.15,0.77,59893884.0,46.754,2021-10
ZAF,2968052.0,89843.0,57.41,1.58,59893884.0,46.754,2021-11
ZAF,3458286.0,91145.0,44.44,0.78,59893884.0,46.754,2021-12
KOR,3150.0,16.0,55.56,2.54,51815808.0,527.967,2020-02
KOR,9786.0,162.0,75.93,1.0,51815808.0,527.967,2020-03
KOR,10774.0,248.0,43.52,0.51,51815808.0,527.967,2020-04
KOR,11503.0,271.0,55.09,1.2,51815808.0,527.967,2020-05
KOR,12850.0,282.0,53.24,1.1,51815808.0,527.967,2020-06
KOR,14336.0,301.0,53.24,0.63,51815808.0,527.967,2020-07
KOR,20182.0,324.0,53.24,0.92,51815808.0,527.967,2020-08
KOR,23889.0,415.0,60.19,0.78,51815808.0,527.967,2020-09
KOR,26635.0,466.0,51.39,1.15,51815808.0,527.967,2020-10
KOR,34652.0,526.0,57.87,1.24,51815808.0,527.967,2020-11
KOR,61769.0,917.0,68.98,0.92,51815808.0,527.967,2020-12
KOR,78508.0,1425.0,63.89,0.87,51815808.0,527.967,2021-01
KOR,90031.0,1605.0,63.89,0.97,51815808.0,527.967,2021-02
KOR,103639.0,1735.0,58.33,1.1,51815808.0,527.967,2021-03
KOR,122634.0,1831.0,58.33,0.94,51815808.0,527.967,2021-04
KOR,140799.0,1963.0,50.0,0.99,51815808.0,527.967,2021-05
KOR,157723.0,2021.0,50.0,1.2,51815808.0,527.967,2021-06
KOR,199787.0,2098.0,49.07,1.0,51815808.0,527.967,2021-07
KOR,253445.0,2292.0,49.24,0.99,51815808.0,527.967,2021-08
KOR,313773.0,2497.0,44.47,0.99,51815808.0,527.967,2021-09
KOR,366386.0,2858.0,43.08,1.19,51815808.0,527.967,2021-10
KOR,452350.0,3659.0,43.3,1.25,51815808.0,527.967,2021-11
KOR,635253.0,5625.0,46.38,0.79,51815808.0,527.967,2021-12
ESP,95923.0,8464.0,85.19,1.45,47558632.0,93.105,2020-03
ESP,213435.0,24543.0,85.19,0.65,47558632.0,93.105,2020-04
ESP,239479.0,27127.0,68.06,0.78,47558632.0,93.105,2020-05
ESP,249271.0,28355.0,41.2,1.13,47558632.0,93.105,2020-06
ESP,288522.0,28445.0,64.35,1.56,47558632.0,93.105,2020-07
ESP,462858.0,29094.0,62.5,1.3,47558632.0,93.105,2020-08
ESP,769188.0,31791.0,60.65,1.12,47558632.0,93.105,2020-09
ESP,1185678.0,35878.0,71.3,1.21,47558632.0,93.105,2020-10
ESP,1648187.0,45069.0,71.3,0.85,47558632.0,93.105,2020-11
ESP,1928265.0,50837.0,78.7,1.3,47558632.0,93.105,2020-12
ESP,2743119.0,58319.0,71.3,1.01,47558632.0,93.105,2021-01
ESP,3188553.0,69142.0,68.52,0.77,47558632.0,93.105,2021-02
ESP,3284353.0,75459.0,69.44,1.16,47558632.0,93.105,2021-03
ESP,3524077.0,78216.0,69.44,0.99,47558632.0,93.105,2021-04
ESP,3678390.0,79953.0,63.43,1.0,47558632.0,93.105,2021-05
ESP,3808960.0,80875.0,48.61,1.51,47558632.0,93.105,2021-06
ESP,4447044.0,81486.0,48.49,1.04,47558632.0,93.105,2021-07
ESP,4855065.0,84340.0,47.69,0.75,47558632.0,93.105,2021-08
ESP,4959091.0,86415.0,42.13,0.83,47558632.0,93.105,2021-09
ESP,5011148.0,87368.0,41.2,1.19,47558632.0,93.105,2021-10
ESP,5164184.0,88052.0,42.52,1.52,47558632.0,93.105,2021-11
ESP,6294745.0,89405.0,43.44,1.74,47558632.0,93.105,2021-12
LKA,143.0,2.0,100.0,0.87,21832150.0,341.955,2020-03
LKA,663.0,7.0,79.63,1.22,21832150.0,341.955,2020-04
LKA,1633.0,10.0,76.85,1.08,21832150.0,341.955,2020-05
LKA,2047.0,11.0,53.7,0.89,21832150.0,341.955,2020-06
LKA,2815.0,11.0,50.0,0.59,21832150.0,341.955,2020-07
LKA,3049.0,12.0,29.63,1.39,21832150.0,341.955,2020-08
LKA,3380.0,13.0,26.85,0.89,21832150.0,341.955,2020-09
LKA,10663.0,20.0,34.26,1.29,21832150.0,341.955,2020-10
LKA,23987.0,118.0,49.54,1.12,21832150.0,341.955,2020-11
LKA,43299.0,204.0,78.24,0.98,21832150.0,341.955,2020-12
LKA,64157.0,316.0,79.17,1.04,21832150.0,341.955,2021-01
LKA,83094.0,464.0,79.17,0.79,21832150.0,341.955,2021-02
LKA,92706.0,568.0,79.17,0.9,21832150.0,341.955,2021-03
LKA,108146.0,678.0,59.26,1.6,21832150.0,341.955,2021-04
LKA,186364.0,1441.0,85.19,1.05,21832150.0,341.955,2021-05
LKA,259089.0,3077.0,81.48,0.87,21832150.0,341.955,2021-06
LKA,308812.0,4436.0,81.48,1.19,21832150.0,341.955,2021-07
LKA,440302.0,9185.0,80.56,1.02,21832150.0,341.955,2021-08
LKA,517377.0,12906.0,80.56,0.68,21832150.0,341.955,2021-09
LKA,541073.0,13743.0,66.82,0.97,21832150.0,341.955,2021-10
LKA,563989.0,14346.0,58.33,0.98,21832150.0,341.955,2021-11
LKA,587245.0,14979.0,53.8,0.94,21832150.0,341.955,2021-12
SDN,375.0,31.0,87.04,1.4,46874200.0,23.258,2020-04
SDN,4800.0,286.0,84.26,1.19,46874200.0,23.258,2020-05
SDN,9372.0,572.0,84.26,1.02,46874200.0,23.258,2020-06
SDN,11579.0,746.0,71.3,0.98,46874200.0,23.258,2020-07
SDN,13189.0,823.0,75.46,0.97,46874200.0,23.258,2020-08
SDN,13646.0,836.0,51.85,1.02,46874200.0,23.258,2020-09
